#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.311242,-0.050134
1.310133,-0.050209
1.309058,-0.050284
1.297138,-0.047866
1.278312,-0.043753
1.227252,-0.032193
1.176051,-0.021051
1.122266,-0.010425
1.065820,-0.000940
1.003651,0.006991
0.936130,0.012641
0.897546,0.014614
0.871535,0.015637
0.833484,0.016918
0.784582,0.018105
0.736886,0.018956
0.687610,0.019632
0.640911,0.020110
0.597321,0.020458
0.548735,0.020829
0.503681,0.021114
0.456403,0.021363
0.413341,0.021558
0.360487,0.021792
0.321301,0.021902
0.272502,0.022048
0.228100,0.022164
0.183957,0.022253
0.142029,0.022313
0.095439,0.022407
0.049163,0.022471
0.006850,0.022519
-0.039590,0.022576
-0.081434,0.022611
-0.129294,0.022677
-0.177894,0.022722
-0.221351,0.022737
-0.269746,0.022790
-0.308735,0.022802
-0.357165,0.022838
-0.400946,0.022873
-0.448986,0.022934
-0.490892,0.023064
-0.531039,0.023280
NaN,NaN
-0.502785,0.023226
-0.457147,0.023042
-0.416087,0.022853
-0.368768,0.022696
-0.321697,0.022544
-0.279505,0.022434
-0.232234,0.022288
-0.185498,0.022134
-0.143280,0.022000
-0.101425,0.021831
-0.052801,0.021561
-0.012456,0.021387
0.035313,0.021049
0.078645,0.020756
0.125268,0.020336
0.168120,0.019927
0.212134,0.019403
0.258890,0.018706
0.304627,0.017945
0.346062,0.017232
0.389196,0.016271
0.434517,0.015071
0.473948,0.014063
0.517512,0.012604
0.560290,0.011070
0.604344,0.009267
0.645634,0.007573
0.690917,0.005333
0.733461,0.003291
0.777217,0.000966
0.820545,-0.001392
0.863926,-0.003974
0.905952,-0.006559
0.946474,-0.009272
0.989610,-0.012550
1.032983,-0.016064
1.076078,-0.019563
1.121683,-0.023295
1.168112,-0.026841
1.211328,-0.030108
1.254041,-0.033806
1.290285,-0.038051
1.358012,-0.046576
1.333883,-0.048411
NaN,NaN
