#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.969999,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.342286,-0.042869
1.340725,-0.043000
1.329738,-0.041572
1.308326,-0.038314
1.280563,-0.033813
1.217816,-0.023498
1.156295,-0.013821
1.096629,-0.005413
1.037886,0.001533
0.991534,0.005867
0.944648,0.009261
0.921275,0.010508
0.884382,0.012258
0.836965,0.013945
0.784265,0.015240
0.736336,0.016074
0.687728,0.016702
0.645860,0.017150
0.594737,0.017600
0.551081,0.017913
0.506568,0.018161
0.455763,0.018407
0.407838,0.018629
0.363435,0.018792
0.319381,0.018931
0.275101,0.019061
0.225869,0.019215
0.185750,0.019277
0.137788,0.019351
0.095898,0.019424
0.053967,0.019478
0.002476,0.019541
-0.040096,0.019576
-0.082264,0.019618
-0.128988,0.019678
-0.177698,0.019718
-0.221505,0.019724
-0.265418,0.019749
-0.313478,0.019804
-0.357515,0.019809
-0.401252,0.019824
-0.444691,0.019873
-0.491225,0.019966
-0.536217,0.020191
NaN,NaN
-0.499202,0.020107
-0.462388,0.019997
-0.411486,0.019817
-0.368861,0.019688
-0.321544,0.019571
-0.278884,0.019447
-0.231404,0.019341
-0.188895,0.019210
-0.141569,0.019081
-0.096816,0.018870
-0.056260,0.018720
-0.011236,0.018491
0.036768,0.018175
0.080621,0.017874
0.123611,0.017536
0.167569,0.017106
0.215985,0.016497
0.259848,0.015952
0.302308,0.015315
0.347418,0.014463
0.391615,0.013520
0.433266,0.012577
0.475624,0.011435
0.517007,0.010245
0.560058,0.008816
0.604895,0.007168
0.647318,0.005585
0.692303,0.003710
0.736748,0.001784
0.782991,-0.000370
0.826224,-0.002394
0.866833,-0.004306
0.910528,-0.006712
0.950727,-0.008978
0.993972,-0.011741
1.037912,-0.014672
1.084453,-0.017798
1.127724,-0.020447
1.177893,-0.023305
1.222781,-0.025624
1.268783,-0.028248
1.306093,-0.031146
1.341927,-0.034994
1.373551,-0.039712
NaN,NaN
