#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.690001,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.367435,-0.090794
1.366927,-0.092014
1.352580,-0.088891
1.332547,-0.083555
1.289388,-0.070783
1.246356,-0.057836
1.201887,-0.044901
1.155425,-0.032313
1.104788,-0.020082
1.047484,-0.008595
0.980192,0.001429
0.902266,0.008954
0.849022,0.012073
0.825314,0.012869
0.786922,0.014106
0.738915,0.015272
0.691060,0.016001
0.640566,0.016529
0.595745,0.016741
0.545333,0.016938
0.502675,0.016958
0.453934,0.017000
0.409539,0.017031
0.364343,0.017021
0.319302,0.017020
0.270066,0.017037
0.230042,0.017048
0.185611,0.017046
0.136902,0.017091
0.092822,0.017111
0.049593,0.017130
0.005871,0.017166
-0.042415,0.017226
-0.085785,0.017283
-0.129123,0.017338
-0.176905,0.017419
-0.219098,0.017475
-0.266428,0.017540
-0.308699,0.017614
-0.355700,0.017706
-0.402279,0.017789
-0.444275,0.017888
-0.491334,0.017985
-0.533527,0.018064
NaN,NaN
-0.500125,0.018039
-0.457887,0.017979
-0.415358,0.017910
-0.368343,0.017845
-0.321380,0.017793
-0.278605,0.017747
-0.231160,0.017681
-0.188634,0.017621
-0.140988,0.017573
-0.097549,0.017508
-0.049363,0.017451
-0.006034,0.017386
0.037384,0.017329
0.084935,0.017241
0.128210,0.017174
0.171229,0.017086
0.218977,0.016924
0.266470,0.016764
0.308786,0.016604
0.350357,0.016363
0.396099,0.016018
0.440427,0.015609
0.487484,0.015083
0.528473,0.014565
0.568832,0.013972
0.614718,0.013116
0.656519,0.012287
0.700428,0.011264
0.747539,0.009995
0.790505,0.008762
0.835291,0.007272
0.875372,0.005794
0.918371,0.003833
0.957757,0.001589
0.995860,-0.001069
1.031779,-0.004219
1.069978,-0.008349
1.141106,-0.017636
1.197058,-0.026589
1.238631,-0.035268
1.274653,-0.044866
1.308001,-0.055718
1.337650,-0.067423
1.366736,-0.080187
NaN,NaN
