#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.350984,-0.050194
1.343716,-0.050753
1.337455,-0.048536
1.315496,-0.044801
1.286009,-0.039362
1.225219,-0.028058
1.170568,-0.018027
1.108493,-0.008354
1.048490,0.000176
0.988622,0.006209
0.942914,0.009123
0.923003,0.010403
0.883411,0.012442
0.833108,0.014027
0.783244,0.015260
0.733941,0.016114
0.695020,0.017020
0.641805,0.017600
0.593273,0.017737
0.559450,0.018251
0.504465,0.018599
0.461688,0.018811
0.418319,0.018967
0.361230,0.019321
0.321047,0.019368
0.271388,0.019478
0.227567,0.019655
0.183183,0.019756
0.138120,0.019810
0.093622,0.019887
0.052601,0.019936
0.007337,0.019992
-0.037761,0.020048
-0.083468,0.020091
-0.129031,0.020126
-0.170124,0.020161
-0.223552,0.020195
-0.268856,0.020229
-0.314243,0.020260
-0.359193,0.020304
-0.399470,0.020304
-0.448910,0.020412
-0.492589,0.020547
-0.531914,0.020865
NaN,NaN
-0.504582,0.020816
-0.456640,0.020555
-0.409235,0.020348
-0.370801,0.020204
-0.321768,0.020075
-0.272867,0.019950
-0.233497,0.019864
-0.185245,0.019720
-0.145263,0.019607
-0.101371,0.019445
-0.052969,0.019258
-0.013818,0.019084
0.033226,0.018826
0.079831,0.018501
0.126278,0.018140
0.171845,0.017720
0.216320,0.017259
0.260155,0.016692
0.303262,0.016073
0.348453,0.015259
0.387263,0.014578
0.429181,0.013573
0.472961,0.012411
0.515516,0.011154
0.557475,0.009834
0.602616,0.008089
0.649059,0.006203
0.694231,0.004244
0.738992,0.002258
0.780497,0.000424
0.823427,-0.001694
0.865124,-0.003839
0.907304,-0.006262
0.948376,-0.008811
0.992083,-0.011872
1.037556,-0.015206
1.081269,-0.018334
1.127411,-0.021652
1.170942,-0.024348
1.216964,-0.027254
1.260319,-0.030333
1.297392,-0.033816
1.335047,-0.038695
1.393692,-0.046930
NaN,NaN
