#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.368287,-0.083916
1.367499,-0.085107
1.352514,-0.082011
1.332126,-0.076924
1.288758,-0.064724
1.243844,-0.051967
1.197586,-0.039226
1.149379,-0.026889
1.095934,-0.014732
1.037786,-0.003843
0.971760,0.005250
0.893243,0.011965
0.849611,0.013929
0.822707,0.014534
0.781703,0.015578
0.736894,0.016335
0.686872,0.016960
0.642627,0.017290
0.593180,0.017578
0.546673,0.017694
0.499112,0.017754
0.455535,0.017801
0.410183,0.017829
0.365021,0.017868
0.314623,0.017897
0.274096,0.017895
0.228781,0.017938
0.183159,0.017939
0.137372,0.017978
0.094843,0.018004
0.052635,0.018023
0.005601,0.018056
-0.036734,0.018096
-0.083344,0.018142
-0.130152,0.018187
-0.177738,0.018245
-0.221094,0.018286
-0.264330,0.018353
-0.312715,0.018389
-0.351065,0.018443
-0.404103,0.018530
-0.447205,0.018592
-0.490408,0.018662
-0.532953,0.018745
NaN,NaN
-0.503832,0.018745
-0.455625,0.018705
-0.411711,0.018678
-0.367726,0.018669
-0.319416,0.018642
-0.275623,0.018596
-0.232037,0.018577
-0.183418,0.018537
-0.144937,0.018508
-0.098210,0.018457
-0.051484,0.018424
-0.009343,0.018374
0.037095,0.018306
0.083893,0.018248
0.125623,0.018158
0.174611,0.018073
0.218818,0.017958
0.267247,0.017776
0.305828,0.017636
0.352838,0.017344
0.398785,0.016984
0.439584,0.016609
0.486217,0.016052
0.527387,0.015488
0.571149,0.014768
0.610189,0.014081
0.657973,0.012927
0.702221,0.011807
0.743001,0.010742
0.788178,0.009298
0.832130,0.007707
0.874767,0.006056
0.917465,0.004032
0.954019,0.002111
0.994183,-0.000641
1.032820,-0.003844
1.069711,-0.007620
1.107620,-0.012323
1.179851,-0.022678
1.231402,-0.032264
1.271587,-0.042072
1.307036,-0.052706
1.339347,-0.064138
1.370851,-0.076481
NaN,NaN
