#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.390985,-0.056423
1.382251,-0.054958
1.363241,-0.051201
1.336947,-0.045765
1.279587,-0.033779
1.224591,-0.022710
1.168134,-0.012068
1.109081,-0.002228
1.048426,0.006061
0.984101,0.012231
0.944203,0.014767
0.920044,0.015921
0.880668,0.017369
0.828187,0.018614
0.779268,0.019344
0.732662,0.019828
0.684567,0.020158
0.640328,0.020396
0.595043,0.020567
0.549053,0.020699
0.502654,0.020801
0.453673,0.020890
0.404508,0.020950
0.365179,0.020992
0.320444,0.021026
0.275698,0.021072
0.226054,0.021100
0.181287,0.021134
0.142109,0.021125
0.093894,0.021147
0.050250,0.021145
0.002224,0.021147
-0.041283,0.021160
-0.084398,0.021149
-0.132864,0.021165
-0.177491,0.021176
-0.221485,0.021167
-0.265555,0.021172
-0.314888,0.021175
-0.354186,0.021168
-0.403492,0.021177
-0.447906,0.021171
-0.490681,0.021181
-0.538287,0.021173
NaN,NaN
-0.500945,0.021105
-0.458646,0.021082
-0.410039,0.021034
-0.366501,0.020996
-0.322798,0.020922
-0.274274,0.020891
-0.230588,0.020821
-0.187348,0.020779
-0.144340,0.020699
-0.096239,0.020619
-0.054009,0.020562
-0.007135,0.020454
0.039350,0.020341
0.081953,0.020247
0.128477,0.020109
0.171123,0.019976
0.219103,0.019813
0.267001,0.019635
0.310083,0.019475
0.352867,0.019308
0.399509,0.019050
0.441706,0.018854
0.487276,0.018572
0.530882,0.018276
0.574466,0.017972
0.620647,0.017506
0.662727,0.017084
0.706795,0.016421
0.749298,0.015609
0.792658,0.014459
0.833450,0.013056
0.870643,0.011432
0.912519,0.009094
0.951523,0.006447
0.988866,0.003411
1.027577,-0.000277
1.067481,-0.004601
1.143841,-0.014269
1.206286,-0.022603
1.253841,-0.029145
1.300389,-0.035818
1.345193,-0.042868
1.388889,-0.050697
1.425722,-0.058743
NaN,NaN
