#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.750000,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.397287,-0.030595
1.379079,-0.028603
1.312215,-0.028568
1.255952,-0.029190
1.244531,-0.027508
1.194869,-0.026158
1.158060,-0.024234
1.124088,-0.021175
1.080546,-0.018175
1.042031,-0.014792
0.999293,-0.011006
0.952989,-0.007611
0.911946,-0.003748
0.861199,-0.000323
0.810143,0.002517
0.725096,0.002739
0.719821,0.005729
0.655925,0.007138
0.610337,0.008904
0.559379,0.009784
0.513576,0.011125
0.468271,0.012113
0.419114,0.012818
0.373764,0.013556
0.326910,0.014213
0.276962,0.014597
0.232281,0.015044
0.186398,0.015364
0.138481,0.015572
0.096503,0.015779
0.050953,0.015943
0.009802,0.016089
-0.040971,0.016249
-0.082449,0.016343
-0.129467,0.016436
-0.176759,0.016471
-0.220217,0.016553
-0.268265,0.016607
-0.307104,0.016644
-0.359746,0.016743
-0.403171,0.016760
-0.441710,0.016821
-0.494714,0.016886
-0.538787,0.016907
NaN,NaN
-0.508085,0.016248
-0.465538,0.015357
-0.423087,0.014509
-0.375931,0.013632
-0.330678,0.012978
-0.284758,0.012350
-0.237385,0.011839
-0.190917,0.011407
-0.146856,0.011111
-0.103311,0.010786
-0.055674,0.010388
-0.011436,0.010117
0.036393,0.009738
0.082446,0.009413
0.125308,0.009214
0.170138,0.008816
0.219206,0.008344
0.261466,0.008079
0.305765,0.007669
0.349361,0.007172
0.395013,0.006563
0.437043,0.006065
0.481005,0.005351
0.520526,0.004294
0.568031,0.003466
0.615670,0.002633
0.662326,0.001713
0.704855,0.000861
0.740719,-0.000498
0.789893,-0.001991
0.826878,-0.003649
0.870379,-0.005787
0.914202,-0.007960
0.962725,-0.009381
1.003978,-0.011741
1.043229,-0.014314
1.081419,-0.017361
1.124744,-0.020764
1.172408,-0.023848
1.224072,-0.026125
1.272525,-0.028273
1.318420,-0.030273
1.368994,-0.032318
1.432524,-0.032765
NaN,NaN
