#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.392622,-0.053704
1.383204,-0.052168
1.361763,-0.048105
1.306604,-0.037263
1.255789,-0.027498
1.201558,-0.017516
1.146895,-0.008187
1.093058,-0.000088
1.036202,0.006941
0.989846,0.011095
0.941294,0.014114
0.918548,0.015020
0.878003,0.016410
0.827668,0.017470
0.781939,0.018026
0.731374,0.018470
0.683905,0.018734
0.639351,0.018904
0.594149,0.019048
0.548950,0.019168
0.500922,0.019228
0.450796,0.019308
0.410368,0.019365
0.364407,0.019369
0.314242,0.019434
0.273522,0.019452
0.227690,0.019452
0.183130,0.019467
0.141033,0.019516
0.093635,0.019510
0.051429,0.019529
0.004089,0.019505
-0.038746,0.019508
-0.085806,0.019504
-0.129971,0.019517
-0.179837,0.019521
-0.219353,0.019523
-0.268733,0.019523
-0.313332,0.019536
-0.357718,0.019528
-0.402602,0.019526
-0.445725,0.019543
-0.492632,0.019542
-0.534560,0.019530
NaN,NaN
-0.502838,0.019484
-0.456628,0.019447
-0.414377,0.019384
-0.365271,0.019342
-0.321350,0.019302
-0.277692,0.019238
-0.229171,0.019172
-0.185106,0.019105
-0.141697,0.019016
-0.098183,0.018946
-0.052017,0.018847
-0.010701,0.018759
0.039281,0.018622
0.080869,0.018535
0.126061,0.018405
0.171461,0.018257
0.219741,0.018070
0.263860,0.017937
0.312403,0.017725
0.351767,0.017649
0.399663,0.017361
0.447290,0.017117
0.486626,0.017000
0.530597,0.016705
0.576987,0.016313
0.616212,0.016117
0.664093,0.015480
0.704336,0.015028
0.748836,0.014121
0.793179,0.012998
0.834160,0.011624
0.872469,0.010037
0.913210,0.007897
0.955671,0.005113
0.991229,0.002505
1.030037,-0.000959
1.068422,-0.004760
1.108075,-0.009150
1.190471,-0.019102
1.254052,-0.026878
1.298456,-0.032818
1.345117,-0.039554
1.387937,-0.046825
1.431052,-0.055210
NaN,NaN
