#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.770000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.391681,-0.055858
1.382724,-0.054326
1.362614,-0.050387
1.310633,-0.039625
1.256730,-0.028675
1.205857,-0.018807
1.154951,-0.009685
1.100338,-0.001048
1.041173,0.006532
0.986073,0.011520
0.943364,0.014153
0.922199,0.015130
0.878984,0.016615
0.829695,0.017696
0.780212,0.018443
0.732358,0.018898
0.683004,0.019239
0.636900,0.019461
0.590256,0.019652
0.547728,0.019761
0.499250,0.019885
0.456087,0.019956
0.412870,0.020023
0.364455,0.020085
0.316103,0.020139
0.276807,0.020165
0.227645,0.020209
0.183441,0.020259
0.139224,0.020285
0.090282,0.020296
0.051034,0.020306
0.002037,0.020336
-0.037426,0.020321
-0.087163,0.020343
-0.134932,0.020354
-0.172981,0.020355
-0.221028,0.020362
-0.268474,0.020373
-0.306761,0.020354
-0.359566,0.020385
-0.403545,0.020387
-0.442705,0.020400
-0.496377,0.020386
-0.535470,0.020371
NaN,NaN
-0.502154,0.020340
-0.453834,0.020283
-0.415152,0.020229
-0.367125,0.020158
-0.319572,0.020117
-0.277113,0.020064
-0.234955,0.020010
-0.188265,0.019932
-0.141086,0.019869
-0.098606,0.019813
-0.050705,0.019703
-0.007263,0.019634
0.040666,0.019527
0.084242,0.019452
0.126955,0.019324
0.174706,0.019223
0.217459,0.019063
0.265097,0.018897
0.307742,0.018757
0.353713,0.018542
0.395901,0.018372
0.441542,0.018100
0.486736,0.017795
0.531883,0.017464
0.576204,0.017087
0.623315,0.016565
0.661985,0.016160
0.706380,0.015436
0.752212,0.014442
0.789484,0.013498
0.832116,0.011953
0.871658,0.010192
0.913416,0.007845
0.951739,0.005269
0.989697,0.002232
1.028609,-0.001343
1.067240,-0.005392
1.143452,-0.014550
1.206257,-0.022411
1.258279,-0.028929
1.299205,-0.034441
1.346731,-0.041304
1.385346,-0.048283
1.425380,-0.056595
NaN,NaN
