#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.690001,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.359198,-0.081594
1.361625,-0.084116
1.345098,-0.081147
1.325345,-0.076610
1.281555,-0.064665
1.237650,-0.052288
1.193871,-0.040219
1.146128,-0.027958
1.093971,-0.016114
1.038258,-0.005636
0.971628,0.003698
0.893788,0.010685
0.853383,0.012819
0.826462,0.013724
0.784041,0.014985
0.737911,0.015913
0.688273,0.016573
0.643680,0.016879
0.589885,0.017219
0.547959,0.017304
0.500720,0.017411
0.457937,0.017438
0.409402,0.017491
0.365674,0.017482
0.316963,0.017519
0.272631,0.017502
0.233614,0.017497
0.179653,0.017528
0.140619,0.017541
0.091865,0.017555
0.048795,0.017552
0.005120,0.017585
-0.037938,0.017607
-0.085585,0.017650
-0.133438,0.017679
-0.171648,0.017711
-0.224382,0.017753
-0.267252,0.017808
-0.310748,0.017829
-0.353348,0.017878
-0.401502,0.017937
-0.448992,0.017993
-0.486747,0.018056
-0.540650,0.018113
NaN,NaN
-0.496732,0.018080
-0.458210,0.018048
-0.410574,0.017990
-0.371983,0.017957
-0.319623,0.017904
-0.276347,0.017849
-0.233351,0.017828
-0.185485,0.017765
-0.142760,0.017716
-0.094994,0.017666
-0.052264,0.017597
-0.009435,0.017574
0.038308,0.017503
0.085623,0.017444
0.128642,0.017376
0.171583,0.017296
0.219140,0.017184
0.266419,0.017035
0.303454,0.016890
0.353736,0.016605
0.398533,0.016285
0.438084,0.015961
0.484124,0.015424
0.529425,0.014836
0.569773,0.014225
0.612852,0.013424
0.658121,0.012483
0.703000,0.011423
0.746709,0.010284
0.789405,0.009073
0.833569,0.007597
0.875721,0.006042
0.916181,0.004257
0.958280,0.001975
0.996953,-0.000658
1.033842,-0.003722
1.070811,-0.007588
1.107145,-0.012159
1.176665,-0.022319
1.229718,-0.032284
1.268362,-0.042244
1.301977,-0.053236
1.332904,-0.065471
1.362181,-0.078657
NaN,NaN
