#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.377297,-0.082867
1.374505,-0.083057
1.355980,-0.078992
1.314987,-0.068563
1.271596,-0.057180
1.224923,-0.045129
1.181502,-0.034419
1.134178,-0.023703
1.076297,-0.012345
1.019416,-0.003298
0.957592,0.003936
0.889815,0.009168
0.851013,0.010983
0.824743,0.011721
0.783301,0.012947
0.734250,0.013945
0.689470,0.014374
0.643488,0.014712
0.595253,0.014871
0.545583,0.014926
0.504194,0.014864
0.458367,0.014871
0.405572,0.014896
0.363034,0.014895
0.315025,0.014920
0.272550,0.014938
0.224640,0.014983
0.181407,0.014996
0.133925,0.015059
0.094222,0.015057
0.053970,0.015116
0.004354,0.015176
-0.035886,0.015233
-0.080584,0.015308
-0.124881,0.015367
-0.174118,0.015470
-0.225388,0.015546
-0.266129,0.015646
-0.311861,0.015738
-0.357426,0.015848
-0.403174,0.015947
-0.448907,0.016055
-0.494644,0.016177
-0.534575,0.016279
NaN,NaN
-0.503283,0.016281
-0.451499,0.016256
-0.409946,0.016244
-0.362908,0.016195
-0.316540,0.016169
-0.275205,0.016135
-0.228939,0.016096
-0.182618,0.016046
-0.144143,0.015996
-0.099138,0.015959
-0.054106,0.015922
-0.009660,0.015861
0.035280,0.015796
0.080253,0.015727
0.126145,0.015670
0.178538,0.015582
0.220457,0.015490
0.266950,0.015373
0.313139,0.015201
0.358812,0.015022
0.398933,0.014806
0.443142,0.014502
0.485447,0.014141
0.525485,0.013735
0.568130,0.013170
0.613367,0.012440
0.657392,0.011609
0.701048,0.010626
0.747125,0.009394
0.792224,0.008062
0.835328,0.006634
0.876678,0.005048
0.918516,0.003104
0.956089,0.001118
0.991972,-0.001277
1.028965,-0.004290
1.066492,-0.007950
1.107975,-0.012690
1.190618,-0.022944
1.241746,-0.031204
1.282167,-0.039606
1.324381,-0.049660
1.358597,-0.060064
1.387931,-0.070634
NaN,NaN
