#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.394223,-0.047342
1.382659,-0.045574
1.359303,-0.041683
1.330250,-0.036743
1.267275,-0.025963
1.205754,-0.015877
1.146377,-0.006872
1.088461,0.000923
1.035662,0.006798
0.990196,0.010722
0.944569,0.013595
0.920017,0.014721
0.879935,0.016147
0.830986,0.017262
0.777730,0.018015
0.730905,0.018443
0.686664,0.018750
0.641844,0.018958
0.591117,0.019110
0.545058,0.019243
0.501213,0.019340
0.451006,0.019395
0.410946,0.019459
0.360431,0.019490
0.319907,0.019529
0.273992,0.019556
0.228465,0.019586
0.178774,0.019587
0.140100,0.019598
0.096556,0.019621
0.047751,0.019618
0.004192,0.019632
-0.044386,0.019623
-0.082947,0.019638
-0.131964,0.019629
-0.175848,0.019634
-0.224707,0.019627
-0.263804,0.019650
-0.313033,0.019619
-0.356705,0.019651
-0.405806,0.019648
-0.444447,0.019640
-0.492431,0.019644
-0.535346,0.019662
NaN,NaN
-0.502573,0.019625
-0.454993,0.019579
-0.411992,0.019547
-0.368516,0.019500
-0.320234,0.019453
-0.276460,0.019415
-0.232882,0.019379
-0.185156,0.019305
-0.141804,0.019260
-0.098771,0.019187
-0.051356,0.019107
-0.003899,0.019037
0.034159,0.018967
0.085861,0.018839
0.128470,0.018754
0.170873,0.018655
0.219117,0.018496
0.263420,0.018385
0.311775,0.018178
0.356164,0.018036
0.399641,0.017867
0.443166,0.017687
0.490433,0.017385
0.531913,0.017197
0.575927,0.016903
0.619019,0.016541
0.665106,0.016035
0.710045,0.015419
0.748903,0.014761
0.792559,0.013629
0.833663,0.012285
0.871911,0.010714
0.915131,0.008413
0.955098,0.005883
0.991840,0.003133
1.032209,-0.000374
1.070259,-0.004095
1.110558,-0.008401
1.189890,-0.017790
1.255668,-0.025681
1.300066,-0.031381
1.344524,-0.037446
1.389442,-0.044227
1.433751,-0.051784
NaN,NaN
