#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.393987,-0.048691
1.382676,-0.046977
1.360334,-0.043187
1.332247,-0.038325
1.267531,-0.026925
1.208575,-0.016984
1.149902,-0.007793
1.091212,0.000354
1.034738,0.006831
0.989511,0.010828
0.945129,0.013701
0.921408,0.014825
0.882730,0.016298
0.831607,0.017570
0.778634,0.018369
0.730842,0.018869
0.685462,0.019180
0.639345,0.019412
0.587886,0.019591
0.545303,0.019735
0.501195,0.019802
0.457578,0.019871
0.407891,0.019938
0.363408,0.020000
0.318895,0.020030
0.268465,0.020073
0.228811,0.020099
0.184156,0.020111
0.140722,0.020118
0.092450,0.020133
0.053705,0.020144
0.000577,0.020139
-0.038050,0.020140
-0.086221,0.020146
-0.130178,0.020156
-0.178852,0.020138
-0.222460,0.020170
-0.266428,0.020164
-0.310338,0.020163
-0.359674,0.020149
-0.402831,0.020152
-0.446885,0.020194
-0.490167,0.020165
-0.539816,0.020186
NaN,NaN
-0.501157,0.020122
-0.453287,0.020073
-0.414551,0.020050
-0.366245,0.020008
-0.318143,0.019953
-0.279247,0.019935
-0.231382,0.019880
-0.188095,0.019835
-0.140340,0.019771
-0.096999,0.019697
-0.049720,0.019629
-0.007222,0.019555
0.035452,0.019489
0.082482,0.019374
0.129583,0.019280
0.171634,0.019171
0.220196,0.019045
0.263343,0.018914
0.311930,0.018748
0.354906,0.018604
0.397812,0.018448
0.444430,0.018192
0.487193,0.017997
0.533096,0.017697
0.577945,0.017376
0.618352,0.017077
0.665138,0.016506
0.710232,0.015808
0.749766,0.015063
0.792548,0.013901
0.832537,0.012532
0.872443,0.010763
0.911721,0.008641
0.950685,0.006091
0.991803,0.002904
1.030076,-0.000529
1.070307,-0.004572
1.149470,-0.013721
1.209509,-0.020906
1.256235,-0.026632
1.302162,-0.032399
1.341885,-0.038264
1.394042,-0.045340
1.429005,-0.051819
NaN,NaN
