#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.323648,-0.044637
1.322465,-0.044720
1.316999,-0.043980
1.301436,-0.041244
1.278600,-0.037008
1.224399,-0.026678
1.166266,-0.016115
1.103342,-0.005932
1.048610,0.001323
0.992880,0.006998
0.940651,0.010735
0.915094,0.011912
0.878705,0.013483
0.830655,0.014966
0.781915,0.016022
0.734158,0.016741
0.690490,0.017271
0.645677,0.017689
0.596258,0.018088
0.554003,0.018336
0.507309,0.018603
0.452265,0.018879
0.406297,0.019056
0.360382,0.019203
0.318906,0.019331
0.272168,0.019433
0.225157,0.019544
0.183057,0.019594
0.136736,0.019679
0.100403,0.019713
0.051094,0.019787
0.005962,0.019835
-0.034591,0.019878
-0.083950,0.019934
-0.131189,0.019982
-0.177896,0.020000
-0.224228,0.020018
-0.270788,0.020055
-0.312251,0.020086
-0.364260,0.020130
-0.400574,0.020138
-0.451330,0.020207
-0.486079,0.020322
-0.531562,0.020622
NaN,NaN
-0.500022,0.020603
-0.462013,0.020427
-0.415332,0.020200
-0.365850,0.020008
-0.320096,0.019876
-0.274560,0.019773
-0.229257,0.019651
-0.184335,0.019524
-0.139031,0.019383
-0.097143,0.019266
-0.058135,0.019116
-0.011094,0.018864
0.031626,0.018642
0.077847,0.018344
0.123333,0.017981
0.167307,0.017609
0.217860,0.016975
0.264303,0.016391
0.305613,0.015879
0.348937,0.015093
0.394842,0.014137
0.438907,0.013105
0.475255,0.012371
0.514886,0.011224
0.558793,0.009714
0.602173,0.008141
0.645699,0.006439
0.691679,0.004436
0.737193,0.002366
0.784256,0.000040
0.826518,-0.001864
0.869441,-0.004074
0.909429,-0.006140
0.949907,-0.008524
0.989489,-0.011028
1.034568,-0.014305
1.081870,-0.017794
1.130114,-0.021211
1.177837,-0.024268
1.218319,-0.026781
1.260859,-0.029729
1.295236,-0.032986
1.331595,-0.037375
1.356257,-0.042158
NaN,NaN
