#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.969999,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.378840,-0.046227
1.365649,-0.045361
1.343406,-0.042969
1.314419,-0.039192
1.282480,-0.034597
1.216647,-0.024499
1.153811,-0.014981
1.095505,-0.006963
1.035998,0.000064
0.993893,0.004057
0.946581,0.007723
0.924201,0.009002
0.883732,0.011160
0.838894,0.012952
0.789472,0.014400
0.739493,0.015485
0.691216,0.016227
0.645137,0.016804
0.593699,0.017315
0.549456,0.017662
0.504720,0.017954
0.458643,0.018199
0.411948,0.018435
0.364288,0.018621
0.321697,0.018769
0.274491,0.018921
0.231058,0.019048
0.182854,0.019140
0.139871,0.019241
0.092360,0.019336
0.049392,0.019386
0.006464,0.019455
-0.041092,0.019538
-0.084042,0.019588
-0.132073,0.019649
-0.176375,0.019698
-0.220707,0.019724
-0.269645,0.019773
-0.309093,0.019812
-0.357876,0.019837
-0.401785,0.019885
-0.444821,0.019986
-0.489299,0.020258
-0.529483,0.020806
NaN,NaN
-0.502128,0.020717
-0.463350,0.020416
-0.414844,0.020019
-0.369401,0.019733
-0.322731,0.019499
-0.280323,0.019352
-0.233151,0.019139
-0.185920,0.018985
-0.143015,0.018824
-0.097345,0.018585
-0.056291,0.018370
-0.007382,0.018039
0.033105,0.017801
0.080962,0.017374
0.124136,0.016959
0.167213,0.016474
0.213350,0.015820
0.258493,0.015111
0.299338,0.014428
0.345795,0.013408
0.387983,0.012467
0.431622,0.011327
0.474333,0.010103
0.518680,0.008667
0.559319,0.007342
0.604445,0.005627
0.649482,0.003786
0.691349,0.002143
0.737530,0.000058
0.781016,-0.001847
0.824327,-0.003786
0.867596,-0.005885
0.910107,-0.008056
0.953289,-0.010515
0.995434,-0.013083
1.039657,-0.015952
1.084031,-0.018812
1.129716,-0.021607
1.177420,-0.024210
1.222914,-0.026513
1.269898,-0.029067
1.308210,-0.031925
1.342249,-0.035569
1.376018,-0.040472
NaN,NaN
