#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.650000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.359958,-0.085247
1.361461,-0.087435
1.345716,-0.084830
1.325618,-0.080384
1.280892,-0.068434
1.236140,-0.055943
1.192165,-0.043845
1.146316,-0.031869
1.097066,-0.020241
1.041487,-0.009065
0.979155,0.000637
0.905275,0.008466
0.848684,0.012035
0.824066,0.012758
0.784875,0.013906
0.738697,0.014851
0.689757,0.015494
0.637613,0.015906
0.595547,0.016000
0.544523,0.016149
0.501195,0.016162
0.457247,0.016159
0.408088,0.016183
0.363134,0.016174
0.318608,0.016172
0.278863,0.016192
0.229645,0.016196
0.180011,0.016226
0.140617,0.016226
0.092124,0.016257
0.052728,0.016247
0.004298,0.016272
-0.044213,0.016308
-0.083879,0.016297
-0.132746,0.016331
-0.176821,0.016355
-0.219472,0.016382
-0.262114,0.016398
-0.314558,0.016450
-0.352240,0.016487
-0.399840,0.016513
-0.446513,0.016560
-0.489253,0.016589
-0.536609,0.016650
NaN,NaN
-0.498308,0.016620
-0.459978,0.016600
-0.413239,0.016558
-0.366169,0.016518
-0.323085,0.016499
-0.275953,0.016443
-0.232821,0.016435
-0.190184,0.016412
-0.141612,0.016380
-0.093181,0.016349
-0.054398,0.016309
-0.005436,0.016297
0.042754,0.016230
0.081486,0.016197
0.129684,0.016138
0.173207,0.016042
0.216458,0.015961
0.263904,0.015799
0.311040,0.015617
0.353025,0.015377
0.393628,0.015071
0.441537,0.014582
0.483259,0.014046
0.523094,0.013438
0.568730,0.012500
0.609239,0.011576
0.654438,0.010280
0.698803,0.008848
0.739058,0.007427
0.783337,0.005561
0.826267,0.003586
0.867517,0.001484
0.909399,-0.000932
0.949209,-0.003503
0.991248,-0.006595
1.031011,-0.009867
1.072245,-0.013716
1.110319,-0.017775
1.189460,-0.027155
1.238071,-0.035694
1.274225,-0.045304
1.305589,-0.056225
1.333865,-0.068070
1.363035,-0.081257
NaN,NaN
