#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.365977,-0.086717
1.365828,-0.088271
1.350844,-0.085142
1.331358,-0.080101
1.289917,-0.067746
1.246816,-0.054715
1.200889,-0.041243
1.155001,-0.028749
1.103024,-0.016288
1.043710,-0.004731
0.977080,0.004516
0.895260,0.011177
0.847659,0.013156
0.820148,0.013696
0.781262,0.014466
0.736212,0.015158
0.689687,0.015622
0.638280,0.016023
0.592927,0.016201
0.551142,0.016275
0.499790,0.016353
0.457259,0.016371
0.408022,0.016417
0.362135,0.016418
0.321291,0.016438
0.270541,0.016478
0.229700,0.016495
0.183771,0.016500
0.138116,0.016539
0.093196,0.016547
0.050630,0.016551
0.003113,0.016610
-0.039498,0.016633
-0.081893,0.016671
-0.129628,0.016699
-0.176704,0.016770
-0.220177,0.016799
-0.263236,0.016855
-0.311525,0.016909
-0.359697,0.016979
-0.397901,0.017024
-0.445876,0.017103
-0.493418,0.017177
-0.535192,0.017243
NaN,NaN
-0.502134,0.017231
-0.454044,0.017207
-0.410234,0.017190
-0.366791,0.017195
-0.323229,0.017150
-0.274923,0.017125
-0.231043,0.017109
-0.187250,0.017057
-0.144479,0.017039
-0.096936,0.016994
-0.049847,0.016955
-0.007280,0.016919
0.035554,0.016869
0.082573,0.016827
0.130338,0.016733
0.175289,0.016670
0.220312,0.016577
0.264844,0.016446
0.308710,0.016297
0.357207,0.016041
0.395668,0.015858
0.441024,0.015475
0.483056,0.015089
0.528302,0.014541
0.572247,0.013903
0.611654,0.013300
0.656547,0.012372
0.700925,0.011368
0.748395,0.010112
0.788418,0.009051
0.832920,0.007562
0.875999,0.005980
0.916845,0.004253
0.956128,0.002221
0.994597,-0.000215
1.033707,-0.003351
1.070740,-0.007048
1.108823,-0.011680
1.179839,-0.021774
1.230847,-0.031340
1.270104,-0.041203
1.306769,-0.052423
1.337391,-0.064180
1.366195,-0.076695
NaN,NaN
