#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.393791,-0.053131
1.383128,-0.051372
1.361975,-0.047398
1.307289,-0.036757
1.253940,-0.026670
1.201399,-0.017154
1.148452,-0.008256
1.095274,-0.000320
1.036325,0.006867
0.986699,0.011244
0.942946,0.013932
0.920728,0.014890
0.876089,0.016406
0.829929,0.017375
0.780617,0.018045
0.729383,0.018498
0.684940,0.018780
0.639609,0.018987
0.593531,0.019127
0.546823,0.019255
0.499028,0.019334
0.454784,0.019387
0.410560,0.019446
0.360887,0.019500
0.321549,0.019516
0.271823,0.019564
0.227890,0.019586
0.183875,0.019602
0.141447,0.019635
0.093384,0.019634
0.049976,0.019643
0.001887,0.019630
-0.036790,0.019619
-0.084470,0.019628
-0.132867,0.019639
-0.175794,0.019652
-0.219547,0.019649
-0.267323,0.019667
-0.310865,0.019655
-0.358658,0.019671
-0.401719,0.019665
-0.444992,0.019646
-0.492509,0.019679
-0.536546,0.019654
NaN,NaN
-0.498154,0.019604
-0.460243,0.019565
-0.412956,0.019497
-0.365993,0.019464
-0.323567,0.019424
-0.276371,0.019373
-0.233509,0.019307
-0.186263,0.019244
-0.144039,0.019178
-0.096892,0.019066
-0.054769,0.018996
-0.008077,0.018884
0.038190,0.018771
0.084908,0.018631
0.126794,0.018542
0.172475,0.018388
0.214902,0.018274
0.261745,0.018044
0.309470,0.017846
0.356283,0.017631
0.399321,0.017477
0.441568,0.017277
0.487954,0.016974
0.532272,0.016692
0.576463,0.016429
0.619807,0.016044
0.662536,0.015640
0.707175,0.015028
0.749588,0.014276
0.793673,0.013165
0.834995,0.011826
0.873644,0.010216
0.914402,0.008033
0.954357,0.005455
0.992707,0.002505
1.030365,-0.000816
1.069410,-0.004757
1.147207,-0.013831
1.208709,-0.021335
1.255467,-0.027246
1.298485,-0.033077
1.343866,-0.039791
1.389377,-0.047498
1.429735,-0.055593
NaN,NaN
