#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.770000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.392534,-0.051300
1.381017,-0.049542
1.359869,-0.045905
1.332108,-0.040902
1.269832,-0.029496
1.213001,-0.019432
1.155204,-0.009817
1.100032,-0.001560
1.039954,0.006028
0.992427,0.010716
0.941673,0.014353
0.921251,0.015411
0.879780,0.017127
0.832269,0.018401
0.780304,0.019305
0.734221,0.019834
0.685760,0.020233
0.636247,0.020487
0.595357,0.020695
0.548242,0.020825
0.500709,0.020938
0.451917,0.021038
0.408039,0.021092
0.368793,0.021162
0.314834,0.021220
0.275331,0.021260
0.230830,0.021276
0.181602,0.021299
0.138159,0.021304
0.094485,0.021320
0.050949,0.021324
0.002545,0.021335
-0.041180,0.021327
-0.084566,0.021323
-0.134168,0.021348
-0.178611,0.021357
-0.218722,0.021354
-0.268262,0.021366
-0.312779,0.021370
-0.357518,0.021361
-0.402167,0.021360
-0.446475,0.021378
-0.493563,0.021376
-0.536246,0.021377
NaN,NaN
-0.503491,0.021331
-0.456944,0.021262
-0.408943,0.021213
-0.369966,0.021158
-0.320734,0.021114
-0.272328,0.021052
-0.233262,0.020997
-0.184172,0.020929
-0.145097,0.020845
-0.096720,0.020773
-0.049511,0.020655
-0.006861,0.020595
0.035345,0.020492
0.082039,0.020374
0.128901,0.020239
0.175643,0.020108
0.218526,0.019953
0.261776,0.019830
0.309003,0.019626
0.356054,0.019409
0.398543,0.019230
0.440655,0.019013
0.486735,0.018727
0.531366,0.018423
0.575311,0.018088
0.622477,0.017614
0.664998,0.017186
0.706023,0.016598
0.748485,0.015794
0.792049,0.014562
0.832390,0.013155
0.874929,0.011151
0.911633,0.009082
0.950474,0.006396
0.989183,0.003229
1.026979,-0.000306
1.066348,-0.004457
1.142551,-0.013722
1.205637,-0.021846
1.255284,-0.028491
1.297625,-0.034596
1.344295,-0.041871
1.388722,-0.049713
1.429351,-0.058004
NaN,NaN
