#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.969999,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.347092,-0.048821
1.342728,-0.049128
1.329286,-0.047604
1.310070,-0.044671
1.281237,-0.039849
1.220769,-0.029106
1.163365,-0.019169
1.106367,-0.009941
1.045259,-0.002047
0.992364,0.003876
0.942118,0.007796
0.901967,0.010230
0.876314,0.011524
0.833354,0.012655
0.788032,0.013952
0.728637,0.014243
0.685996,0.014711
0.642311,0.015084
0.592080,0.015319
0.548224,0.015671
0.511337,0.016536
0.466511,0.017277
0.414250,0.017792
0.369208,0.018117
0.316661,0.018219
0.282814,0.018661
0.232198,0.018910
0.187290,0.019262
0.143419,0.019597
0.098363,0.019833
0.047963,0.020065
0.010840,0.020149
-0.040052,0.020311
-0.087191,0.020423
-0.129539,0.020519
-0.176274,0.020615
-0.217269,0.020771
-0.263358,0.020902
-0.310569,0.020946
-0.353435,0.021030
-0.400544,0.021107
-0.445695,0.021330
-0.485768,0.021937
-0.527725,0.022407
NaN,NaN
-0.491186,0.023009
-0.461907,0.022656
-0.420927,0.022128
-0.370120,0.021939
-0.324846,0.021737
-0.284487,0.021138
-0.235897,0.020794
-0.193359,0.020416
-0.145260,0.020045
-0.101140,0.019716
-0.056989,0.019398
-0.009062,0.019016
0.035060,0.018737
0.078783,0.018367
0.126001,0.017907
0.168407,0.017455
0.210767,0.016933
0.255736,0.016230
0.299455,0.015433
0.345440,0.014433
0.387090,0.013492
0.430634,0.012277
0.473548,0.010731
0.513859,0.009361
0.561676,0.007850
0.603991,0.006252
0.646751,0.004324
0.689320,0.002461
0.733436,0.000346
0.777561,-0.001765
0.818211,-0.004146
0.862244,-0.006740
0.907070,-0.009209
0.952666,-0.012010
0.986304,-0.015395
1.037264,-0.018499
1.080540,-0.021438
1.124255,-0.024657
1.180534,-0.027015
1.224463,-0.029522
1.269167,-0.031957
1.307214,-0.034953
1.341392,-0.038978
1.388260,-0.045678
NaN,NaN
