#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.312887,-0.049281
1.311623,-0.049393
1.310372,-0.049463
1.296658,-0.046731
1.277007,-0.042535
1.226074,-0.031319
1.173898,-0.020326
1.118320,-0.009845
1.061216,-0.000878
0.997762,0.006490
0.940329,0.010880
0.894621,0.013027
0.871608,0.013879
0.833826,0.015134
0.785566,0.016308
0.737542,0.017112
0.689717,0.017774
0.638969,0.018288
0.595967,0.018636
0.552495,0.018948
0.504060,0.019243
0.458162,0.019463
0.410112,0.019705
0.366036,0.019867
0.317566,0.020083
0.272874,0.020184
0.228236,0.020306
0.183220,0.020378
0.140056,0.020464
0.093531,0.020576
0.051034,0.020608
0.008698,0.020678
-0.042989,0.020747
-0.085668,0.020792
-0.128248,0.020825
-0.176289,0.020892
-0.220310,0.020907
-0.268477,0.020961
-0.311780,0.020997
-0.355370,0.021002
-0.403406,0.021074
-0.441555,0.021123
-0.491491,0.021311
-0.529877,0.021595
NaN,NaN
-0.502200,0.021543
-0.462424,0.021369
-0.412728,0.021108
-0.371026,0.020943
-0.324543,0.020764
-0.277492,0.020632
-0.230732,0.020492
-0.188156,0.020373
-0.141192,0.020212
-0.100092,0.020074
-0.054722,0.019854
-0.010059,0.019631
0.034630,0.019371
0.078726,0.019101
0.126011,0.018703
0.171090,0.018274
0.215741,0.017800
0.259785,0.017269
0.302877,0.016634
0.348504,0.015806
0.392823,0.014906
0.431762,0.014130
0.474215,0.012990
0.518086,0.011643
0.561212,0.010223
0.603242,0.008723
0.647085,0.006937
0.690964,0.005042
0.736246,0.002897
0.778875,0.000897
0.823005,-0.001381
0.864395,-0.003606
0.906680,-0.006128
0.947544,-0.008773
0.990961,-0.011941
1.035124,-0.015376
1.079515,-0.018793
1.124631,-0.022173
1.170086,-0.025380
1.214360,-0.028570
1.254059,-0.032079
1.290545,-0.036234
1.364609,-0.045359
1.339648,-0.047241
NaN,NaN
