#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.650000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.358829,-0.082525
1.361144,-0.084954
1.345018,-0.082476
1.324951,-0.078217
1.278808,-0.066151
1.235845,-0.054280
1.190668,-0.041976
1.145090,-0.030234
1.093599,-0.018341
1.037210,-0.007496
0.975686,0.001483
0.900506,0.008676
0.846891,0.011670
0.824570,0.012188
0.784669,0.013261
0.738292,0.014095
0.688237,0.014678
0.639095,0.014929
0.592587,0.015038
0.545523,0.015091
0.501441,0.015082
0.451399,0.015104
0.410608,0.015074
0.365209,0.015093
0.315001,0.015093
0.274469,0.015096
0.228829,0.015089
0.183639,0.015110
0.137044,0.015138
0.100078,0.015150
0.053697,0.015147
0.003084,0.015172
-0.038624,0.015203
-0.080120,0.015181
-0.131928,0.015237
-0.175515,0.015239
-0.218925,0.015281
-0.267649,0.015284
-0.310927,0.015334
-0.354596,0.015354
-0.403043,0.015413
-0.445877,0.015439
-0.488612,0.015482
-0.535802,0.015516
NaN,NaN
-0.502923,0.015486
-0.455579,0.015447
-0.412229,0.015434
-0.368964,0.015389
-0.320577,0.015352
-0.277028,0.015318
-0.228735,0.015272
-0.190032,0.015260
-0.141769,0.015223
-0.094020,0.015189
-0.057238,0.015172
-0.007252,0.015098
0.034433,0.015090
0.084694,0.015034
0.125531,0.014988
0.171116,0.014901
0.219968,0.014817
0.263946,0.014697
0.308004,0.014567
0.355492,0.014339
0.397257,0.014078
0.442644,0.013696
0.483112,0.013255
0.527582,0.012638
0.570306,0.011897
0.611721,0.011011
0.654525,0.009917
0.696300,0.008700
0.739341,0.007189
0.784022,0.005387
0.827367,0.003503
0.868859,0.001467
0.908503,-0.000688
0.950376,-0.003291
0.992325,-0.006241
1.032239,-0.009338
1.072433,-0.012812
1.113487,-0.016854
1.199680,-0.025715
1.239738,-0.032476
1.281103,-0.041642
1.311840,-0.051846
1.340434,-0.063330
1.367161,-0.075736
NaN,NaN
