#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.389216,-0.057490
1.382971,-0.056545
1.363704,-0.052617
1.310818,-0.041146
1.260718,-0.030501
1.212402,-0.020676
1.159377,-0.010697
1.105339,-0.001723
1.045033,0.006313
0.987113,0.011636
0.943881,0.014204
0.918934,0.015226
0.878324,0.016558
0.829056,0.017577
0.775476,0.018280
0.731845,0.018645
0.687927,0.018923
0.638619,0.019156
0.592945,0.019277
0.546936,0.019414
0.499870,0.019484
0.458404,0.019552
0.408088,0.019624
0.362592,0.019647
0.316965,0.019676
0.271731,0.019701
0.226728,0.019749
0.186185,0.019742
0.135485,0.019770
0.097326,0.019751
0.051133,0.019771
0.004895,0.019772
-0.041679,0.019784
-0.083808,0.019797
-0.125965,0.019775
-0.178027,0.019799
-0.222068,0.019780
-0.266282,0.019814
-0.310690,0.019788
-0.359751,0.019804
-0.399006,0.019785
-0.448057,0.019791
-0.496689,0.019803
-0.534280,0.019813
NaN,NaN
-0.502181,0.019760
-0.459294,0.019712
-0.410623,0.019647
-0.362438,0.019604
-0.323672,0.019570
-0.275273,0.019492
-0.231950,0.019436
-0.188416,0.019363
-0.141819,0.019276
-0.101020,0.019205
-0.051048,0.019091
-0.009879,0.019010
0.034911,0.018885
0.079694,0.018771
0.130054,0.018592
0.174675,0.018503
0.218205,0.018347
0.266209,0.018146
0.305476,0.018037
0.357515,0.017723
0.400988,0.017556
0.439680,0.017443
0.487500,0.017112
0.531898,0.016846
0.575549,0.016551
0.618635,0.016224
0.664345,0.015720
0.705962,0.015264
0.752657,0.014391
0.790216,0.013599
0.833929,0.012156
0.874613,0.010474
0.914473,0.008345
0.950631,0.006063
0.990299,0.002939
1.028604,-0.000591
1.066820,-0.004586
1.143461,-0.014088
1.206018,-0.022181
1.253301,-0.028541
1.299199,-0.035163
1.343363,-0.042358
1.387412,-0.050751
1.422405,-0.059237
NaN,NaN
