#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.365368,-0.074710
1.365208,-0.076191
1.348904,-0.073450
1.327080,-0.068930
1.277621,-0.057302
1.228525,-0.045342
1.180330,-0.034114
1.130879,-0.023394
1.077761,-0.013093
1.020689,-0.003981
0.956452,0.003687
0.892345,0.008792
0.852994,0.010637
0.823646,0.011388
0.784137,0.012494
0.737852,0.013457
0.687894,0.014139
0.643866,0.014472
0.595294,0.014822
0.544549,0.015007
0.505828,0.015022
0.453463,0.015116
0.409183,0.015140
0.364672,0.015177
0.319762,0.015182
0.270687,0.015227
0.231238,0.015226
0.181900,0.015260
0.142434,0.015287
0.093404,0.015326
0.050244,0.015342
0.006757,0.015373
-0.041255,0.015425
-0.084932,0.015442
-0.132879,0.015481
-0.175991,0.015532
-0.220074,0.015580
-0.264379,0.015607
-0.313280,0.015675
-0.357005,0.015729
-0.400657,0.015806
-0.449581,0.015858
-0.488343,0.015936
-0.535684,0.016007
NaN,NaN
-0.502721,0.015986
-0.453380,0.015948
-0.414390,0.015908
-0.365208,0.015866
-0.321119,0.015831
-0.276607,0.015807
-0.227712,0.015757
-0.188164,0.015749
-0.139439,0.015713
-0.096185,0.015694
-0.052824,0.015655
-0.004693,0.015596
0.038235,0.015549
0.080845,0.015488
0.128879,0.015387
0.172252,0.015271
0.219783,0.015108
0.261606,0.014911
0.307512,0.014604
0.352402,0.014242
0.392492,0.013874
0.438953,0.013289
0.484210,0.012645
0.524734,0.012042
0.567481,0.011251
0.612842,0.010272
0.657072,0.009196
0.700877,0.008018
0.743335,0.006762
0.787154,0.005266
0.829773,0.003662
0.870969,0.001943
0.912133,-0.000044
0.955258,-0.002512
0.993205,-0.004995
1.033693,-0.008034
1.073838,-0.011572
1.112332,-0.015611
1.188715,-0.024843
1.238477,-0.033282
1.277869,-0.042739
1.312554,-0.053167
1.344713,-0.064364
1.376637,-0.076418
NaN,NaN
