#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.390890,-0.055847
1.383158,-0.054601
1.362549,-0.050575
1.308454,-0.039304
1.258337,-0.029089
1.206940,-0.019047
1.152684,-0.009277
1.098436,-0.000701
1.041379,0.006573
0.986683,0.011556
0.940609,0.014357
0.921787,0.015144
0.878820,0.016706
0.829727,0.017798
0.780965,0.018532
0.729851,0.019035
0.686507,0.019348
0.637855,0.019585
0.596936,0.019729
0.546702,0.019897
0.500817,0.019981
0.457130,0.020070
0.408780,0.020136
0.364459,0.020187
0.320214,0.020202
0.271758,0.020278
0.227220,0.020272
0.183035,0.020316
0.144235,0.020338
0.091626,0.020348
0.048865,0.020365
0.005939,0.020356
-0.036851,0.020368
-0.089193,0.020375
-0.127675,0.020371
-0.176828,0.020376
-0.225492,0.020397
-0.264545,0.020395
-0.313702,0.020391
-0.357272,0.020390
-0.401407,0.020389
-0.445264,0.020390
-0.492430,0.020411
-0.534895,0.020382
NaN,NaN
-0.502699,0.020343
-0.456144,0.020305
-0.413089,0.020256
-0.369810,0.020205
-0.321401,0.020166
-0.273469,0.020087
-0.235098,0.020044
-0.186955,0.019994
-0.138590,0.019900
-0.100969,0.019863
-0.049945,0.019738
-0.007749,0.019691
0.038640,0.019593
0.080486,0.019501
0.126391,0.019379
0.173566,0.019234
0.216465,0.019106
0.263570,0.018931
0.310634,0.018757
0.353324,0.018578
0.399693,0.018331
0.441426,0.018139
0.486260,0.017834
0.529583,0.017521
0.572386,0.017182
0.622042,0.016627
0.663534,0.016189
0.703667,0.015624
0.748906,0.014674
0.792411,0.013494
0.832897,0.012123
0.873248,0.010362
0.913048,0.008206
0.952075,0.005644
0.989752,0.002678
1.028580,-0.000893
1.066818,-0.004861
1.145163,-0.014332
1.210294,-0.022472
1.255113,-0.028206
1.300709,-0.034215
1.344839,-0.040603
1.387529,-0.047879
1.430266,-0.056384
NaN,NaN
