#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.367989,-0.082814
1.368778,-0.084304
1.351340,-0.080953
1.329166,-0.075878
1.282890,-0.064277
1.234967,-0.052123
1.184262,-0.039811
1.135967,-0.028863
1.083160,-0.018260
1.021577,-0.008213
0.956015,-0.000518
0.895927,0.004084
0.855963,0.006101
0.825413,0.007231
0.786411,0.008486
0.740732,0.009665
0.688911,0.010702
0.641971,0.011386
0.600236,0.011932
0.553356,0.012565
0.509842,0.013056
0.465370,0.013518
0.420310,0.013915
0.375325,0.014324
0.321837,0.014749
0.275606,0.015111
0.233609,0.015409
0.187022,0.015752
0.140781,0.016051
0.098149,0.016326
0.051561,0.016642
0.008687,0.016893
-0.033517,0.017192
-0.079859,0.017523
-0.125655,0.017900
-0.167053,0.018254
-0.212870,0.018701
-0.261546,0.019210
-0.305232,0.019743
-0.348989,0.020266
-0.395910,0.020922
-0.443021,0.021562
-0.485196,0.022219
-0.523842,0.022845
NaN,NaN
-0.507769,0.022656
-0.462334,0.022003
-0.414935,0.021383
-0.372284,0.020802
-0.328895,0.020245
-0.281068,0.019673
-0.236899,0.019155
-0.193478,0.018707
-0.148872,0.018248
-0.103627,0.017842
-0.057900,0.017438
-0.016483,0.017084
0.033597,0.016670
0.077530,0.016310
0.127822,0.015873
0.168531,0.015506
0.218332,0.015012
0.258423,0.014589
0.306266,0.014001
0.349810,0.013420
0.388267,0.012884
0.429640,0.012205
0.476881,0.011266
0.519891,0.010397
0.562059,0.009422
0.609151,0.008155
0.653669,0.006915
0.700256,0.005441
0.746230,0.003908
0.787882,0.002468
0.827395,0.001028
0.869033,-0.000781
0.911168,-0.002916
0.950318,-0.005203
0.991823,-0.008179
1.031298,-0.011619
1.068853,-0.015572
1.142640,-0.025142
1.195238,-0.033551
1.240984,-0.042441
1.283305,-0.052297
1.316207,-0.061741
1.349388,-0.072150
1.385837,-0.084210
NaN,NaN
