#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.328616,-0.045714
1.327516,-0.045778
1.321119,-0.044803
1.305152,-0.041950
1.281505,-0.037497
1.222795,-0.026333
1.165083,-0.015997
1.108031,-0.006769
1.045831,0.001623
0.987285,0.007592
0.945444,0.010622
0.922827,0.011852
0.884520,0.013716
0.838240,0.015318
0.787335,0.016568
0.734830,0.017442
0.687780,0.018050
0.639794,0.018526
0.595252,0.018892
0.550158,0.019189
0.499395,0.019481
0.456887,0.019699
0.414191,0.019883
0.362219,0.020097
0.318915,0.020231
0.274918,0.020360
0.231253,0.020435
0.183414,0.020552
0.140202,0.020619
0.097260,0.020671
0.049847,0.020760
0.001812,0.020801
-0.040983,0.020851
-0.084061,0.020886
-0.132105,0.020944
-0.175598,0.020969
-0.218992,0.021005
-0.267045,0.021041
-0.315223,0.021068
-0.353788,0.021105
-0.401613,0.021122
-0.444955,0.021197
-0.492499,0.021313
-0.533316,0.021576
NaN,NaN
-0.499872,0.021505
-0.457932,0.021295
-0.416273,0.021149
-0.370073,0.020973
-0.322989,0.020836
-0.275993,0.020722
-0.233644,0.020605
-0.187440,0.020451
-0.145371,0.020317
-0.098406,0.020126
-0.053092,0.019942
-0.007411,0.019693
0.033314,0.019478
0.081635,0.019093
0.125390,0.018751
0.168382,0.018335
0.216161,0.017767
0.258874,0.017204
0.300883,0.016598
0.345121,0.015784
0.391381,0.014772
0.434046,0.013767
0.474874,0.012752
0.519721,0.011292
0.561437,0.009987
0.607154,0.008172
0.650248,0.006536
0.691351,0.004898
0.734093,0.003053
0.778589,0.000897
0.822206,-0.001222
0.867889,-0.003679
0.910756,-0.006007
0.952219,-0.008452
0.996625,-0.011448
1.037692,-0.014242
1.082123,-0.017551
1.124059,-0.020560
1.168503,-0.023798
1.213204,-0.027076
1.257901,-0.030752
1.294735,-0.034662
1.366304,-0.042812
1.345876,-0.044370
NaN,NaN
