#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.570000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.376029,-0.081791
1.373160,-0.082029
1.354427,-0.078531
1.333110,-0.073583
1.281363,-0.061697
1.232009,-0.049293
1.184294,-0.037751
1.132197,-0.026780
1.078786,-0.016591
1.013604,-0.007621
0.952531,0.000239
0.894148,0.005417
0.855994,0.007771
0.831801,0.008934
0.791019,0.010720
0.746109,0.012173
0.694830,0.013563
0.643441,0.014127
0.592396,0.014294
0.542217,0.014190
0.495628,0.014017
0.454623,0.013858
0.409403,0.013798
0.364136,0.013778
0.319154,0.013769
0.274035,0.013762
0.229522,0.013782
0.185128,0.013833
0.135434,0.013846
0.095469,0.013876
0.047356,0.013939
0.004268,0.013964
-0.038406,0.014023
-0.085843,0.014104
-0.129067,0.014175
-0.171428,0.014268
-0.223880,0.014380
-0.265962,0.014452
-0.309036,0.014550
-0.351462,0.014644
-0.403114,0.014769
-0.445567,0.014879
-0.488662,0.014967
-0.535002,0.015102
NaN,NaN
-0.503332,0.014947
-0.456076,0.014811
-0.413897,0.014708
-0.371273,0.014617
-0.319432,0.014492
-0.276779,0.014387
-0.233945,0.014316
-0.186598,0.014205
-0.143676,0.014144
-0.096724,0.014020
-0.053889,0.013957
-0.006378,0.013884
0.035833,0.013794
0.082500,0.013631
0.130536,0.013465
0.173753,0.013338
0.216816,0.013197
0.262714,0.012886
0.309368,0.012622
0.351494,0.012414
0.396566,0.012031
0.440120,0.011653
0.483811,0.011255
0.530259,0.010692
0.572828,0.010219
0.614403,0.009686
0.661332,0.008768
0.705578,0.008002
0.748718,0.007164
0.794091,0.006082
0.835232,0.005087
0.880513,0.003674
0.921991,0.002341
0.961753,0.000579
1.001365,-0.001581
1.035729,-0.004480
1.076177,-0.008044
1.111002,-0.011932
1.145273,-0.016999
1.224153,-0.027038
1.279150,-0.035965
1.327676,-0.045382
1.367295,-0.055126
1.399034,-0.065623
NaN,NaN
