#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.393885,-0.050010
1.382992,-0.048257
1.362374,-0.044664
1.333526,-0.039433
1.270717,-0.028035
1.212032,-0.017842
1.153282,-0.008385
1.095615,-0.000145
1.033473,0.007102
0.986557,0.011089
0.945862,0.013546
0.917924,0.014741
0.880789,0.015985
0.827228,0.017100
0.781362,0.017666
0.728699,0.018099
0.683802,0.018356
0.638164,0.018569
0.591489,0.018703
0.548777,0.018782
0.496921,0.018889
0.457494,0.018928
0.408594,0.018993
0.364581,0.019036
0.320359,0.019056
0.271360,0.019095
0.231865,0.019096
0.182666,0.019126
0.138721,0.019159
0.094943,0.019160
0.046636,0.019167
0.003146,0.019167
-0.040293,0.019160
-0.083830,0.019169
-0.132458,0.019190
-0.176219,0.019181
-0.219876,0.019191
-0.268165,0.019168
-0.311296,0.019179
-0.355039,0.019155
-0.402895,0.019172
-0.446226,0.019163
-0.494652,0.019197
-0.533139,0.019177
NaN,NaN
-0.504960,0.019141
-0.457380,0.019086
-0.409627,0.019044
-0.366241,0.019017
-0.323317,0.018973
-0.276144,0.018920
-0.233364,0.018859
-0.185674,0.018811
-0.142795,0.018727
-0.095171,0.018662
-0.052876,0.018586
-0.010437,0.018499
0.036199,0.018379
0.083121,0.018267
0.129723,0.018127
0.172898,0.018014
0.220197,0.017857
0.263231,0.017736
0.310048,0.017538
0.352738,0.017400
0.395061,0.017238
0.445354,0.016897
0.487721,0.016745
0.532376,0.016452
0.577179,0.016170
0.620544,0.015817
0.663527,0.015394
0.708806,0.014752
0.748575,0.014100
0.792297,0.012989
0.833411,0.011681
0.874228,0.009959
0.914891,0.007911
0.955502,0.005349
0.993048,0.002557
1.034511,-0.001025
1.073505,-0.004793
1.112224,-0.008895
1.190010,-0.017975
1.253650,-0.025645
1.299725,-0.031630
1.343496,-0.037881
1.388900,-0.045190
1.433192,-0.053327
NaN,NaN
