#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.321258,-0.043663
1.319197,-0.043830
1.314878,-0.043410
1.298960,-0.040954
1.275137,-0.036840
1.217353,-0.026094
1.160164,-0.016168
1.101542,-0.007562
1.040979,0.000046
0.989133,0.004945
0.944610,0.008125
0.922499,0.009361
0.886665,0.010978
0.837642,0.012724
0.787326,0.013953
0.740291,0.014775
0.687678,0.015519
0.641144,0.016006
0.597220,0.016357
0.549387,0.016706
0.505060,0.017016
0.458260,0.017206
0.413217,0.017504
0.366601,0.017697
0.319413,0.017848
0.276719,0.017971
0.229529,0.018110
0.180943,0.018203
0.142181,0.018281
0.093466,0.018371
0.049374,0.018429
0.000533,0.018514
-0.038681,0.018557
-0.087297,0.018635
-0.131185,0.018687
-0.178295,0.018754
-0.216290,0.018773
-0.268610,0.018844
-0.311758,0.018868
-0.355832,0.018801
-0.398482,0.018835
-0.446310,0.018914
-0.493369,0.019106
-0.533767,0.019421
NaN,NaN
-0.500532,0.019301
-0.458803,0.019110
-0.412033,0.018883
-0.371265,0.018731
-0.325008,0.018576
-0.278425,0.018455
-0.232010,0.018324
-0.185604,0.018200
-0.144065,0.018072
-0.101617,0.017918
-0.050302,0.017660
-0.008091,0.017479
0.038332,0.017201
0.079711,0.016937
0.128752,0.016503
0.169182,0.016170
0.216143,0.015615
0.258573,0.015102
0.300077,0.014512
0.344092,0.013733
0.390129,0.012779
0.432351,0.011864
0.475472,0.010761
0.520410,0.009414
0.561885,0.008146
0.604792,0.006676
0.649746,0.004950
0.691174,0.003404
0.736780,0.001440
0.780011,-0.000374
0.824730,-0.002390
0.869024,-0.004537
0.910217,-0.006538
0.954882,-0.009076
0.998226,-0.011675
1.040844,-0.014322
1.085369,-0.017090
1.130781,-0.019843
1.175113,-0.022264
1.221835,-0.024987
1.263727,-0.028070
1.297476,-0.031794
1.329998,-0.036732
1.350075,-0.041473
NaN,NaN
