#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.391266,-0.055324
1.382379,-0.053799
1.363101,-0.050039
1.336420,-0.044585
1.278708,-0.032610
1.222460,-0.021399
1.165730,-0.010920
1.108619,-0.001501
1.046234,0.006765
0.983636,0.012456
0.943084,0.014557
0.916822,0.015529
0.875751,0.016872
0.829173,0.017779
0.778293,0.018390
0.730057,0.018798
0.684704,0.019009
0.634462,0.019243
0.592162,0.019341
0.549965,0.019433
0.498046,0.019537
0.454336,0.019594
0.410048,0.019646
0.365073,0.019667
0.315619,0.019719
0.275555,0.019726
0.225835,0.019755
0.185684,0.019768
0.136416,0.019807
0.097648,0.019815
0.049092,0.019800
0.001011,0.019812
-0.038055,0.019812
-0.086443,0.019821
-0.134647,0.019828
-0.173773,0.019820
-0.221822,0.019818
-0.264728,0.019832
-0.312957,0.019820
-0.356496,0.019847
-0.399774,0.019836
-0.447625,0.019848
-0.490968,0.019840
-0.538814,0.019852
NaN,NaN
-0.501920,0.019762
-0.454504,0.019692
-0.416662,0.019646
-0.365233,0.019523
-0.322184,0.019503
-0.279347,0.019422
-0.232387,0.019358
-0.185280,0.019295
-0.142765,0.019191
-0.100232,0.019134
-0.049419,0.018912
-0.010063,0.018957
0.040131,0.018726
0.083145,0.018687
0.125203,0.018570
0.176535,0.018276
0.217061,0.018310
0.263582,0.018020
0.311077,0.017825
0.354221,0.017709
0.396804,0.017518
0.442966,0.017189
0.488093,0.016964
0.532336,0.016646
0.573124,0.016438
0.619363,0.015866
0.662168,0.015483
0.709798,0.014647
0.750124,0.014002
0.792785,0.012807
0.834059,0.011481
0.872251,0.009931
0.912879,0.007809
0.955187,0.005059
0.992575,0.002315
1.032747,-0.001309
1.070886,-0.005115
1.110351,-0.009536
1.187553,-0.018888
1.255978,-0.026973
1.298253,-0.032588
1.345948,-0.038995
1.385615,-0.045695
1.432337,-0.053986
NaN,NaN
