#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.450001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.317020,-0.048963
1.315549,-0.049097
1.312704,-0.048925
1.299479,-0.046531
1.277832,-0.042168
1.224068,-0.030771
1.173194,-0.020340
1.116645,-0.009947
1.056344,-0.000808
0.992293,0.006270
0.940651,0.010029
0.922583,0.010897
0.883472,0.012753
0.836548,0.014395
0.784695,0.015657
0.736758,0.016473
0.692276,0.017083
0.643015,0.017634
0.596187,0.018022
0.548784,0.018388
0.505196,0.018653
0.460247,0.018918
0.413798,0.019148
0.362375,0.019397
0.319751,0.019551
0.276683,0.019677
0.229111,0.019832
0.185684,0.019931
0.138111,0.020016
0.096299,0.020117
0.054314,0.020177
0.003089,0.020266
-0.039271,0.020327
-0.086197,0.020358
-0.128683,0.020413
-0.177075,0.020476
-0.220943,0.020505
-0.264439,0.020530
-0.312978,0.020575
-0.356549,0.020589
-0.405522,0.020590
-0.444027,0.020634
-0.489939,0.020750
-0.533926,0.020937
NaN,NaN
-0.501813,0.020902
-0.457116,0.020751
-0.415351,0.020580
-0.368232,0.020452
-0.321346,0.020317
-0.278523,0.020190
-0.235763,0.020108
-0.184167,0.019937
-0.141342,0.019804
-0.100120,0.019674
-0.055435,0.019449
-0.010514,0.019249
0.037999,0.018941
0.077692,0.018695
0.124463,0.018271
0.167963,0.017867
0.215201,0.017283
0.257763,0.016742
0.302357,0.015967
0.342720,0.015286
0.387610,0.014168
0.430903,0.013013
0.471803,0.011830
0.516484,0.010187
0.558174,0.008663
0.600871,0.006882
0.643829,0.004971
0.688218,0.002795
0.732424,0.000575
0.776189,-0.001653
0.821553,-0.004119
0.863591,-0.006343
0.906867,-0.008861
0.951310,-0.011663
0.993545,-0.014379
1.037935,-0.017423
1.082633,-0.020452
1.131022,-0.023535
1.176125,-0.026025
1.224061,-0.028557
1.269077,-0.031327
1.303848,-0.034532
1.335890,-0.038858
1.371250,-0.044810
NaN,NaN
