#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.650000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.369382,-0.073367
1.369287,-0.074496
1.350736,-0.071479
1.327782,-0.066968
1.274897,-0.055204
1.225074,-0.043951
1.175055,-0.032994
1.123707,-0.022516
1.070481,-0.012819
1.012631,-0.004023
0.948635,0.003468
0.896880,0.007706
0.851780,0.010263
0.827556,0.011019
0.789224,0.012199
0.736784,0.013449
0.691121,0.014051
0.638441,0.014512
0.596513,0.014651
0.545182,0.014830
0.501922,0.014831
0.453681,0.014877
0.408926,0.014897
0.364149,0.014899
0.319662,0.014915
0.274584,0.014909
0.225270,0.014927
0.185136,0.014934
0.140776,0.014940
0.091845,0.014959
0.053500,0.014976
0.000727,0.015000
-0.037784,0.015006
-0.085930,0.015038
-0.128847,0.015060
-0.176637,0.015095
-0.220013,0.015112
-0.262925,0.015129
-0.310809,0.015172
-0.358395,0.015213
-0.401264,0.015250
-0.444020,0.015313
-0.492198,0.015350
-0.527386,0.015955
NaN,NaN
-0.499874,0.015853
-0.457528,0.015766
-0.414623,0.015719
-0.367394,0.015644
-0.320276,0.015552
-0.282170,0.015491
-0.230366,0.015412
-0.187982,0.015341
-0.140235,0.015261
-0.098004,0.015188
-0.055268,0.015131
-0.008400,0.015047
0.038558,0.014946
0.085802,0.014879
0.125317,0.014911
0.173266,0.014775
0.221358,0.014615
0.264378,0.014494
0.307736,0.014403
0.353862,0.014095
0.394773,0.013810
0.442658,0.013289
0.481097,0.012904
0.525565,0.012176
0.568549,0.011393
0.613520,0.010358
0.657041,0.009224
0.696507,0.008119
0.743329,0.006442
0.783397,0.005021
0.827421,0.003138
0.869533,0.001123
0.912516,-0.001111
0.953697,-0.003438
0.994802,-0.006137
1.033526,-0.008994
1.075027,-0.012503
1.115732,-0.016439
1.196289,-0.025158
1.243457,-0.032634
1.283774,-0.041381
1.318875,-0.051157
1.352123,-0.061859
1.384641,-0.073322
NaN,NaN
