#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.770000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.391162,-0.055517
1.383199,-0.054217
1.362997,-0.050234
1.309421,-0.039187
1.258090,-0.028863
1.207623,-0.019177
1.153983,-0.009637
1.099921,-0.001210
1.039817,0.006321
0.986520,0.011134
0.944044,0.013738
0.920057,0.014855
0.879985,0.016223
0.831895,0.017331
0.778747,0.018108
0.732008,0.018600
0.683023,0.018918
0.642569,0.019122
0.591772,0.019317
0.545036,0.019444
0.501845,0.019541
0.453309,0.019622
0.409458,0.019655
0.365624,0.019705
0.316858,0.019763
0.277260,0.019770
0.228059,0.019812
0.184231,0.019822
0.136412,0.019837
0.097413,0.019814
0.049913,0.019848
0.001942,0.019859
-0.040987,0.019872
-0.084359,0.019861
-0.128373,0.019858
-0.176737,0.019846
-0.224685,0.019861
-0.263350,0.019874
-0.311611,0.019869
-0.359757,0.019876
-0.398516,0.019867
-0.446700,0.019867
-0.494753,0.019868
-0.532941,0.019881
NaN,NaN
-0.504793,0.019828
-0.457291,0.019803
-0.409792,0.019746
-0.366651,0.019704
-0.323751,0.019660
-0.276127,0.019614
-0.233547,0.019566
-0.186234,0.019492
-0.143477,0.019463
-0.095577,0.019378
-0.053187,0.019307
-0.006585,0.019220
0.035753,0.019133
0.082577,0.019040
0.129222,0.018932
0.171312,0.018833
0.218410,0.018677
0.265942,0.018543
0.308906,0.018402
0.351482,0.018252
0.397799,0.018030
0.444300,0.017823
0.486241,0.017609
0.531722,0.017327
0.576064,0.017034
0.619790,0.016665
0.666308,0.016185
0.707950,0.015679
0.751056,0.014881
0.791921,0.013920
0.835211,0.012449
0.872582,0.010901
0.912168,0.008792
0.950788,0.006232
0.991116,0.003001
1.030068,-0.000619
1.066646,-0.004458
1.106794,-0.009147
1.183876,-0.019098
1.245457,-0.027248
1.299660,-0.034773
1.341716,-0.041491
1.387377,-0.049817
1.425465,-0.058387
NaN,NaN
