#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.650000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.368288,-0.077138
1.367537,-0.078297
1.350753,-0.075508
1.327312,-0.070621
1.277694,-0.058846
1.229011,-0.047045
1.181627,-0.035855
1.130625,-0.024627
1.078608,-0.014386
1.020617,-0.004888
0.956125,0.003118
0.894995,0.008306
0.855586,0.010415
0.826090,0.011439
0.787527,0.012519
0.738824,0.013531
0.689149,0.014145
0.640680,0.014462
0.594180,0.014616
0.547002,0.014686
0.499105,0.014709
0.455059,0.014678
0.410800,0.014684
0.362178,0.014690
0.322555,0.014675
0.273127,0.014695
0.229207,0.014701
0.185138,0.014707
0.135806,0.014725
0.096099,0.014740
0.046438,0.014771
0.006654,0.014782
-0.042888,0.014796
-0.087477,0.014811
-0.131721,0.014845
-0.176181,0.014866
-0.218802,0.014896
-0.266409,0.014941
-0.309397,0.014968
-0.352443,0.015017
-0.404638,0.015068
-0.442503,0.015117
-0.495890,0.015153
-0.534750,0.015202
NaN,NaN
-0.500710,0.015170
-0.456428,0.015125
-0.409202,0.015102
-0.370782,0.015092
-0.322994,0.015040
-0.275152,0.015018
-0.232337,0.014967
-0.184871,0.014931
-0.140816,0.014908
-0.096713,0.014875
-0.052381,0.014840
-0.002847,0.014822
0.036531,0.014772
0.085763,0.014727
0.129579,0.014669
0.174024,0.014611
0.221286,0.014501
0.259837,0.014430
0.306859,0.014251
0.353201,0.014024
0.398300,0.013723
0.442275,0.013343
0.480747,0.012944
0.524761,0.012285
0.571282,0.011435
0.613219,0.010564
0.653194,0.009594
0.697942,0.008234
0.740818,0.006798
0.782389,0.005245
0.825584,0.003418
0.869395,0.001314
0.909661,-0.000734
0.952886,-0.003339
0.994416,-0.006085
1.033768,-0.009028
1.074904,-0.012476
1.115147,-0.016324
1.153905,-0.020663
1.230041,-0.029916
1.281006,-0.039372
1.316403,-0.049222
1.348490,-0.060095
1.381182,-0.072063
NaN,NaN
