#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.770000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.394430,-0.053451
1.382367,-0.051387
1.362288,-0.047691
1.334111,-0.042374
1.273117,-0.030771
1.215923,-0.020300
1.156945,-0.010214
1.101425,-0.001649
1.044299,0.005857
0.989344,0.011455
0.945775,0.014674
0.921214,0.016085
0.884976,0.017663
0.833345,0.019198
0.786706,0.020060
0.733107,0.020755
0.685377,0.021138
0.640816,0.021424
0.590541,0.021647
0.548028,0.021793
0.499563,0.021888
0.456167,0.021971
0.407667,0.022055
0.363753,0.022096
0.319452,0.022137
0.275317,0.022170
0.227328,0.022205
0.188293,0.022212
0.140005,0.022257
0.091713,0.022261
0.048116,0.022270
0.003882,0.022261
-0.039533,0.022256
-0.086966,0.022269
-0.129913,0.022263
-0.177707,0.022268
-0.216041,0.022245
-0.268457,0.022268
-0.311113,0.022246
-0.354394,0.022261
-0.402040,0.022264
-0.444919,0.022281
-0.492504,0.022262
-0.535442,0.022281
NaN,NaN
-0.503231,0.022216
-0.456174,0.022182
-0.413712,0.022123
-0.371262,0.022087
-0.319836,0.022015
-0.277092,0.021965
-0.234776,0.021922
-0.187817,0.021843
-0.140788,0.021780
-0.098905,0.021692
-0.051992,0.021624
-0.005702,0.021516
0.037407,0.021453
0.079869,0.021353
0.131310,0.021188
0.173396,0.021087
0.215749,0.020957
0.262195,0.020828
0.309608,0.020633
0.352137,0.020470
0.398785,0.020250
0.445057,0.020015
0.486845,0.019801
0.532697,0.019486
0.577185,0.019149
0.616135,0.018834
0.665419,0.018158
0.705430,0.017555
0.749491,0.016517
0.787866,0.015403
0.828893,0.013757
0.869210,0.011765
0.908930,0.009317
0.947778,0.006460
0.986008,0.003212
1.023563,-0.000397
1.064567,-0.004822
1.139881,-0.014116
1.205542,-0.022572
1.254922,-0.029158
1.300510,-0.035640
1.343274,-0.042415
1.390880,-0.050696
1.430191,-0.058804
NaN,NaN
