#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.770000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.393383,-0.051872
1.382400,-0.050120
1.360402,-0.046119
1.303625,-0.035471
1.252539,-0.026035
1.199172,-0.016634
1.146847,-0.008047
1.091183,0.000102
1.036830,0.006687
0.990039,0.011102
0.942741,0.014283
0.921656,0.015350
0.878674,0.016970
0.834032,0.018106
0.777033,0.018996
0.735059,0.019442
0.682637,0.019834
0.642529,0.020053
0.592217,0.020228
0.546543,0.020381
0.498815,0.020461
0.454321,0.020551
0.409475,0.020618
0.363864,0.020649
0.318914,0.020721
0.273612,0.020766
0.227955,0.020784
0.177896,0.020809
0.140237,0.020829
0.097386,0.020849
0.049939,0.020882
0.006750,0.020849
-0.040917,0.020879
-0.088668,0.020889
-0.127121,0.020882
-0.175842,0.020867
-0.224355,0.020899
-0.263826,0.020878
-0.312334,0.020904
-0.361393,0.020891
-0.400554,0.020882
-0.449008,0.020903
-0.487206,0.020898
-0.539909,0.020897
NaN,NaN
-0.497462,0.020853
-0.459715,0.020812
-0.411895,0.020758
-0.368855,0.020712
-0.320723,0.020656
-0.277335,0.020611
-0.229219,0.020558
-0.190677,0.020525
-0.138394,0.020425
-0.095763,0.020360
-0.053467,0.020297
-0.011305,0.020218
0.039722,0.020122
0.081466,0.020023
0.127778,0.019901
0.174037,0.019779
0.218121,0.019652
0.261983,0.019497
0.310360,0.019310
0.358223,0.019071
0.397471,0.018937
0.444301,0.018630
0.487285,0.018409
0.530460,0.018063
0.577169,0.017633
0.619679,0.017225
0.660652,0.016697
0.703618,0.015981
0.748012,0.014973
0.790738,0.013719
0.830838,0.012230
0.873150,0.010179
0.912726,0.007864
0.951032,0.005199
0.987819,0.002280
1.028103,-0.001454
1.066249,-0.005339
1.107369,-0.009901
1.186278,-0.019444
1.250185,-0.027283
1.299572,-0.033614
1.343500,-0.039937
1.388684,-0.047349
1.431034,-0.055554
NaN,NaN
