#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.650000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.365937,-0.092891
1.364714,-0.094114
1.348786,-0.091114
1.329317,-0.086419
1.284082,-0.073814
1.241797,-0.061363
1.197711,-0.048639
1.152461,-0.036238
1.102273,-0.023803
1.047458,-0.012227
0.986884,-0.002070
0.913195,0.006307
0.846596,0.010919
0.808075,0.012392
0.778114,0.013087
0.735972,0.013976
0.690204,0.014573
0.638171,0.015003
0.595260,0.015094
0.544106,0.015254
0.500470,0.015237
0.456954,0.015213
0.409224,0.015241
0.364631,0.015251
0.320731,0.015243
0.276617,0.015266
0.228042,0.015287
0.183882,0.015297
0.139861,0.015313
0.096212,0.015319
0.047708,0.015370
0.004654,0.015372
-0.038743,0.015407
-0.086520,0.015423
-0.129809,0.015450
-0.172437,0.015490
-0.220103,0.015539
-0.268680,0.015582
-0.306549,0.015610
-0.358965,0.015656
-0.402312,0.015707
-0.445171,0.015751
-0.488145,0.015814
-0.536255,0.015863
NaN,NaN
-0.502209,0.015872
-0.459324,0.015802
-0.411143,0.015763
-0.363233,0.015740
-0.324793,0.015704
-0.276880,0.015668
-0.229053,0.015639
-0.190158,0.015627
-0.142836,0.015590
-0.094634,0.015556
-0.051782,0.015513
-0.008625,0.015484
0.039275,0.015426
0.081986,0.015388
0.130364,0.015316
0.173715,0.015252
0.221571,0.015165
0.259153,0.015058
0.310333,0.014837
0.351776,0.014660
0.396767,0.014335
0.435993,0.013997
0.481488,0.013446
0.526009,0.012767
0.568820,0.011984
0.613220,0.010943
0.656234,0.009778
0.697781,0.008485
0.740836,0.006917
0.782245,0.005264
0.824861,0.003346
0.866292,0.001295
0.910240,-0.001254
0.950296,-0.003750
0.992672,-0.006804
1.032861,-0.010005
1.072446,-0.013631
1.111079,-0.017651
1.190900,-0.026671
1.240838,-0.035062
1.278242,-0.044721
1.305946,-0.055027
1.335159,-0.066988
1.363571,-0.079998
NaN,NaN
