#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.570000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.392092,-0.052663
1.382132,-0.051194
1.362054,-0.047435
1.333869,-0.042072
1.273692,-0.030347
1.216421,-0.019692
1.159735,-0.010189
1.100490,-0.001516
1.036596,0.005781
0.982110,0.009402
0.953060,0.009448
0.888082,0.008266
0.877093,0.009666
0.808355,0.008966
0.798742,0.011221
0.761644,0.014002
0.728320,0.017855
0.641140,0.018276
0.587102,0.018271
0.546924,0.018562
0.504301,0.018662
0.454529,0.018665
0.411001,0.018753
0.362478,0.018846
0.317522,0.018883
0.273099,0.018926
0.228598,0.018936
0.184322,0.018997
0.140412,0.019037
0.091536,0.019026
0.048444,0.019063
0.004779,0.019071
-0.039061,0.019100
-0.087445,0.019110
-0.129000,0.019256
-0.154397,0.021031
-0.200545,0.022335
-0.236070,0.024819
-0.276929,0.027596
-0.313291,0.030763
-0.354061,0.034155
-0.372939,0.039558
-0.460054,0.049700
-0.519668,0.058419
NaN,NaN
-0.491848,0.056468
-0.474411,0.054856
-0.448591,0.052034
-0.414260,0.048398
-0.376969,0.044305
-0.289246,0.036194
-0.227484,0.031348
-0.182833,0.028123
-0.163088,0.026668
-0.127119,0.024228
-0.085787,0.021458
-0.043582,0.018731
0.001528,0.015872
0.046170,0.012990
0.091798,0.010066
0.137665,0.007106
0.181366,0.003980
0.223434,0.000712
0.265927,-0.002765
0.306937,-0.006357
0.351097,-0.010050
0.393884,-0.013909
0.437808,-0.018061
0.519090,-0.027276
0.576913,-0.034321
0.632699,-0.039635
0.830293,-0.031234
0.812028,-0.028610
0.709925,-0.032315
0.973910,-0.019506
0.827901,-0.027384
0.833358,-0.028419
1.070641,-0.018311
1.063833,-0.016358
1.082717,-0.012394
0.910486,-0.026203
0.967323,-0.030250
1.082580,-0.044114
1.361101,-0.040377
1.238997,-0.041764
1.260827,-0.044568
1.310190,-0.047595
1.320698,-0.053217
1.398672,-0.063957
NaN,NaN
