#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.381647,-0.062713
1.376255,-0.062411
1.357416,-0.059071
1.332061,-0.053981
1.277643,-0.042257
1.225191,-0.031017
1.171949,-0.020288
1.115877,-0.010241
1.055893,-0.001390
0.991241,0.005640
0.942278,0.009292
0.922841,0.010396
0.883723,0.012252
0.836505,0.013873
0.785148,0.015124
0.738238,0.015941
0.689118,0.016597
0.642493,0.017081
0.595187,0.017484
0.551255,0.017750
0.504198,0.018002
0.456901,0.018248
0.408884,0.018420
0.360654,0.018596
0.321276,0.018679
0.272258,0.018806
0.233053,0.018871
0.183064,0.019003
0.141627,0.019045
0.095940,0.019090
0.054876,0.019150
0.004554,0.019210
-0.036704,0.019232
-0.084241,0.019282
-0.131727,0.019327
-0.175591,0.019337
-0.223905,0.019387
-0.262552,0.019393
-0.315700,0.019450
-0.354688,0.019457
-0.402149,0.019513
-0.443583,0.019618
-0.488817,0.019829
-0.530983,0.020264
NaN,NaN
-0.503195,0.020208
-0.459085,0.019921
-0.414756,0.019648
-0.369506,0.019424
-0.323077,0.019242
-0.281301,0.019082
-0.234318,0.018966
-0.187374,0.018806
-0.140532,0.018643
-0.098822,0.018509
-0.053470,0.018311
-0.009861,0.018103
0.033495,0.017859
0.076317,0.017578
0.122620,0.017212
0.168284,0.016775
0.210375,0.016388
0.261519,0.015667
0.304043,0.015081
0.345632,0.014390
0.389623,0.013491
0.435476,0.012403
0.476840,0.011371
0.518640,0.010169
0.562190,0.008761
0.604939,0.007276
0.649374,0.005528
0.690915,0.003926
0.736782,0.001837
0.779874,-0.000092
0.824347,-0.002257
0.867853,-0.004491
0.909205,-0.006747
0.951262,-0.009313
0.992345,-0.011937
1.037233,-0.015090
1.081784,-0.018106
1.130912,-0.021142
1.177024,-0.023653
1.225750,-0.026277
1.264838,-0.029099
1.298405,-0.032668
1.327998,-0.037316
1.399601,-0.047731
NaN,NaN
