#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.504248,-0.174163
1.532870,-0.162509
1.531095,-0.151799
1.449991,-0.127585
1.393602,-0.107266
1.314641,-0.088075
1.246361,-0.072100
1.174492,-0.057307
1.048923,-0.049309
0.995109,-0.046310
0.999255,-0.042820
0.961505,-0.038632
0.877588,-0.028987
0.807427,-0.022936
0.769054,-0.020135
0.748720,-0.018462
0.709680,-0.016406
0.677101,-0.013347
0.628372,-0.010295
0.580388,-0.007573
0.536688,-0.004556
0.480456,-0.002666
0.448866,-0.000111
0.404726,0.002568
0.339154,0.004005
0.293596,0.005567
0.249563,0.007261
0.207582,0.009116
0.160811,0.011014
0.112990,0.012766
0.069944,0.014128
0.020679,0.015410
-0.022722,0.016393
-0.071152,0.017381
-0.116945,0.018287
-0.164948,0.019219
-0.211605,0.020221
-0.253536,0.021238
-0.297059,0.022468
-0.343376,0.023494
-0.387329,0.024584
-0.421349,0.026269
-0.472654,0.027787
-0.504779,0.029973
NaN,NaN
-0.502298,0.029811
-0.469390,0.029100
-0.429448,0.027830
-0.386535,0.026406
-0.339510,0.024922
-0.293726,0.023499
-0.254717,0.021882
-0.202981,0.020517
-0.154167,0.019261
-0.108278,0.018172
-0.064916,0.017180
-0.021721,0.016118
0.024634,0.014998
0.066948,0.013928
0.108274,0.012769
0.159514,0.011286
0.203853,0.010015
0.249476,0.008435
0.292693,0.007067
0.340236,0.005636
0.378798,0.004178
0.420510,0.002373
0.459832,0.000385
0.501430,-0.001780
0.547222,-0.004113
0.589210,-0.006918
0.634701,-0.009804
0.667634,-0.013288
0.705443,-0.017450
0.796079,-0.025578
0.839341,-0.031132
0.915753,-0.037164
0.952127,-0.038198
0.963790,-0.039994
0.979642,-0.043573
1.017145,-0.047818
1.088585,-0.057443
1.159209,-0.066017
1.194749,-0.073488
1.253858,-0.081293
1.289021,-0.088043
1.339168,-0.097144
1.377323,-0.106317
1.413546,-0.115748
NaN,NaN
