#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.370863,-0.079893
1.372016,-0.082115
1.358054,-0.078193
1.308915,-0.068002
1.262327,-0.057269
1.216300,-0.046477
1.151909,-0.037191
0.995862,-0.036869
1.034963,-0.037105
1.005312,-0.036526
0.998581,-0.032970
0.900191,-0.033388
0.924841,-0.028538
0.932766,-0.027148
0.870019,-0.019816
0.736361,-0.012151
0.614443,-0.014004
0.610831,-0.015770
0.594402,-0.015537
0.609633,-0.010584
0.624347,-0.008693
0.488228,-0.005812
0.393136,-0.007174
0.459703,0.000094
0.432801,0.000922
0.328797,0.004583
0.265361,0.007390
0.212512,0.009978
0.163338,0.012068
0.122931,0.014454
0.063355,0.015445
0.017223,0.016277
-0.030102,0.017024
-0.076878,0.017458
-0.126703,0.018021
-0.167061,0.018615
-0.213964,0.019143
-0.264961,0.019381
-0.292011,0.020679
-0.358165,0.020478
-0.401562,0.020529
-0.444286,0.020629
-0.480211,0.021502
-0.530917,0.022010
NaN,NaN
-0.505934,0.021707
-0.461357,0.021123
-0.420747,0.020535
-0.376102,0.019874
-0.330531,0.019216
-0.283453,0.018700
-0.237303,0.018113
-0.187976,0.017779
-0.146975,0.017565
-0.098148,0.017304
-0.053078,0.017106
-0.012463,0.016918
0.036272,0.016635
0.080557,0.016399
0.124792,0.016114
0.131982,0.012811
0.157752,0.007764
0.351747,0.006365
0.361798,0.010074
0.291472,0.005447
0.349377,0.008751
0.407466,0.005884
0.470719,0.004534
0.488381,0.001160
0.555060,-0.000706
0.585820,-0.003674
0.645608,-0.005944
0.682263,-0.008468
0.729500,-0.010900
0.759880,-0.013950
0.810109,-0.016901
0.866269,-0.019020
0.914881,-0.020747
0.964055,-0.022189
0.996700,-0.024913
1.051449,-0.026698
1.084795,-0.029340
1.120584,-0.032742
1.153092,-0.037114
1.225745,-0.046868
1.291869,-0.055422
1.336111,-0.063055
1.364968,-0.072317
1.403729,-0.082810
NaN,NaN
