#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.570000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.382266,-0.081530
1.377836,-0.081075
1.359408,-0.077193
1.336839,-0.071896
1.283748,-0.059327
1.234974,-0.047506
1.184319,-0.035893
1.130254,-0.024629
1.076111,-0.014842
1.012308,-0.005630
0.944762,0.001627
0.898879,0.005275
0.876954,0.006572
0.839860,0.008558
0.796456,0.010392
0.745300,0.012082
0.696035,0.013140
0.646180,0.013793
0.592284,0.014137
0.547732,0.014045
0.498971,0.014010
0.454846,0.013938
0.410596,0.013904
0.360719,0.013924
0.320865,0.013899
0.271394,0.013951
0.232086,0.013953
0.183407,0.013994
0.139307,0.014028
0.095272,0.014099
0.046897,0.014130
0.008755,0.014199
-0.038537,0.014270
-0.085536,0.014366
-0.132899,0.014452
-0.170572,0.014535
-0.223077,0.014637
-0.265267,0.014729
-0.307278,0.014823
-0.353884,0.014920
-0.400681,0.015044
-0.442663,0.015118
-0.489628,0.015231
-0.536504,0.015346
NaN,NaN
-0.498265,0.015285
-0.460636,0.015237
-0.413500,0.015148
-0.366500,0.015060
-0.324163,0.015017
-0.276918,0.014928
-0.234344,0.014853
-0.186385,0.014795
-0.138728,0.014710
-0.100636,0.014676
-0.052956,0.014597
-0.005442,0.014550
0.037211,0.014488
0.084801,0.014419
0.128266,0.014342
0.171898,0.014252
0.219913,0.014119
0.262704,0.014004
0.309543,0.013838
0.351784,0.013662
0.397600,0.013366
0.442446,0.013044
0.482058,0.012721
0.527702,0.012168
0.573003,0.011549
0.613966,0.010954
0.660093,0.010072
0.706340,0.009118
0.744985,0.008377
0.791477,0.007090
0.834278,0.005936
0.878361,0.004490
0.917700,0.002983
0.959725,0.000895
0.999803,-0.001669
1.036106,-0.004553
1.075034,-0.008300
1.109676,-0.012269
1.187818,-0.021727
1.246397,-0.030076
1.292336,-0.038345
1.331556,-0.047191
1.366428,-0.056763
1.399814,-0.067121
NaN,NaN
