#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.969999,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.372886,-0.043727
1.359829,-0.043242
1.339052,-0.041104
1.312071,-0.037952
1.278303,-0.033478
1.208167,-0.023249
1.146932,-0.014566
1.084183,-0.006784
1.042125,-0.001687
0.990265,0.003027
0.947084,0.006257
0.927672,0.007653
0.887839,0.009702
0.842264,0.011667
0.790442,0.013137
0.741408,0.014188
0.689290,0.015014
0.644113,0.015621
0.598725,0.016231
0.551176,0.016637
0.502322,0.016980
0.460793,0.017236
0.410178,0.017503
0.367845,0.017677
0.321755,0.017889
0.274445,0.018085
0.231577,0.018229
0.184856,0.018397
0.137933,0.018534
0.100179,0.018608
0.048471,0.018767
0.006349,0.018860
-0.041104,0.018980
-0.083756,0.019056
-0.129595,0.019174
-0.175845,0.019267
-0.217483,0.019381
-0.263242,0.019488
-0.309671,0.019611
-0.355361,0.019735
-0.401450,0.019874
-0.442463,0.020056
-0.486334,0.020332
-0.532269,0.020856
NaN,NaN
-0.500724,0.020707
-0.461884,0.020389
-0.418473,0.020035
-0.370382,0.019704
-0.325676,0.019443
-0.281205,0.019230
-0.232202,0.018993
-0.191956,0.018801
-0.147349,0.018558
-0.098797,0.018274
-0.054212,0.018018
-0.009504,0.017689
0.034353,0.017319
0.077636,0.016903
0.123930,0.016355
0.166189,0.015831
0.211187,0.015173
0.255633,0.014395
0.299291,0.013572
0.344885,0.012568
0.386643,0.011612
0.430439,0.010453
0.475714,0.009081
0.517121,0.007828
0.560528,0.006335
0.603219,0.004770
0.647665,0.003044
0.691298,0.001287
0.736581,-0.000670
0.779374,-0.002487
0.823886,-0.004523
0.867591,-0.006621
0.909991,-0.008779
0.953365,-0.011259
0.995897,-0.013824
1.040092,-0.016668
1.085386,-0.019574
1.129143,-0.022183
1.178639,-0.025102
1.224874,-0.027519
1.272384,-0.029851
1.309542,-0.032541
1.345650,-0.036130
1.379099,-0.040610
NaN,NaN
