#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.570000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.377916,-0.081546
1.374323,-0.081411
1.358318,-0.078212
1.336498,-0.073083
1.285221,-0.060581
1.235743,-0.048127
1.187238,-0.036519
1.136702,-0.025415
1.076593,-0.014157
1.016431,-0.005094
0.952295,0.002091
0.895368,0.006609
0.855644,0.008837
0.829899,0.009865
0.787722,0.011534
0.744534,0.012780
0.696554,0.013803
0.644786,0.014446
0.595867,0.014615
0.544709,0.014642
0.500979,0.014492
0.457200,0.014430
0.406189,0.014423
0.360158,0.014446
0.319004,0.014441
0.273281,0.014458
0.227722,0.014486
0.187119,0.014525
0.136657,0.014601
0.093948,0.014627
0.051991,0.014658
0.006106,0.014732
-0.040175,0.014798
-0.081629,0.014885
-0.127709,0.014987
-0.174735,0.015077
-0.218071,0.015176
-0.266413,0.015279
-0.314610,0.015389
-0.352807,0.015501
-0.400751,0.015599
-0.448966,0.015712
-0.486698,0.015793
-0.536653,0.015919
NaN,NaN
-0.499952,0.015870
-0.457625,0.015793
-0.413964,0.015729
-0.365776,0.015636
-0.321847,0.015578
-0.273363,0.015507
-0.234554,0.015441
-0.185910,0.015360
-0.142465,0.015295
-0.096133,0.015233
-0.054518,0.015167
-0.008130,0.015082
0.038020,0.014999
0.079273,0.014935
0.130006,0.014824
0.169284,0.014725
0.222899,0.014508
0.262608,0.014406
0.310272,0.014155
0.353975,0.013969
0.400431,0.013608
0.438807,0.013419
0.484512,0.012894
0.525928,0.012520
0.569472,0.011921
0.615413,0.011154
0.657161,0.010466
0.701987,0.009544
0.747441,0.008485
0.791815,0.007354
0.834982,0.006152
0.876482,0.004782
0.918662,0.003135
0.958498,0.001151
0.997265,-0.001245
1.033769,-0.004113
1.070903,-0.007678
1.109271,-0.012042
1.191128,-0.022054
1.245325,-0.030308
1.289600,-0.038735
1.328410,-0.047853
1.364513,-0.057974
1.396191,-0.068532
NaN,NaN
