#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.750000,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.395324,-0.041935
1.360175,-0.040552
1.326365,-0.039428
1.293321,-0.037512
1.226426,-0.037043
1.204572,-0.035058
1.173909,-0.031895
1.115486,-0.029750
1.078454,-0.026650
1.026217,-0.024405
0.993406,-0.021456
0.956261,-0.017677
0.874489,-0.016441
0.805580,-0.017134
0.813407,-0.013926
0.758033,-0.011381
0.703104,-0.009559
0.659870,-0.007626
0.593339,-0.007512
0.562264,-0.006204
0.516067,-0.004915
0.480447,-0.002798
0.444280,-0.000356
0.399329,0.002458
0.313666,0.001845
0.306696,0.004255
0.244209,0.005538
0.190073,0.006328
0.172021,0.008667
0.109186,0.009899
0.069788,0.011419
0.027154,0.013377
-0.015464,0.015300
-0.057763,0.017236
-0.122750,0.018205
-0.165951,0.018999
-0.201733,0.020311
-0.236374,0.022796
-0.271129,0.025629
-0.335712,0.027278
-0.382601,0.028512
-0.432630,0.029823
-0.479844,0.030628
-0.528356,0.031326
NaN,NaN
-0.504768,0.030923
-0.479322,0.029216
-0.439385,0.027167
-0.392023,0.025245
-0.345485,0.023286
-0.298734,0.021699
-0.250389,0.020295
-0.210488,0.018560
-0.168053,0.016607
-0.122260,0.014555
-0.079002,0.012676
-0.030893,0.010456
0.011990,0.008558
0.057907,0.006395
0.102442,0.004169
0.147673,0.002333
0.199140,0.000606
0.238983,-0.001591
0.272994,-0.004190
0.310570,-0.007560
0.406620,-0.007327
0.467491,-0.005281
0.511442,-0.003787
0.552535,-0.002517
0.579008,-0.002712
0.625041,-0.002908
0.659903,-0.003542
0.697248,-0.005132
0.735243,-0.007078
0.781756,-0.008807
0.828560,-0.010904
0.870652,-0.012951
0.902823,-0.015755
0.956394,-0.018035
0.990502,-0.021312
1.046631,-0.023596
1.078559,-0.027030
1.122997,-0.030268
1.181094,-0.032461
1.207425,-0.036318
1.318123,-0.034868
1.317207,-0.037159
1.368969,-0.039156
1.416747,-0.040678
NaN,NaN
