#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.750000,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.409445,-0.026225
1.332234,-0.028056
1.336941,-0.025854
1.258859,-0.026663
1.212262,-0.027275
1.221399,-0.023989
1.152558,-0.022188
1.110039,-0.020619
1.067461,-0.018272
1.029427,-0.016004
0.992098,-0.012916
0.952066,-0.009249
0.908312,-0.005483
0.859483,-0.002132
0.808357,0.000653
0.754255,0.002868
0.713286,0.005348
0.649579,0.006436
0.613198,0.008171
0.560849,0.009291
0.517061,0.010778
0.449531,0.010430
0.418579,0.011010
0.373625,0.011611
0.328027,0.012337
0.274063,0.012807
0.239559,0.013625
0.193268,0.014302
0.145456,0.014825
0.095976,0.015260
0.050447,0.015536
0.009404,0.015719
-0.040234,0.015995
-0.082054,0.016152
-0.127879,0.016329
-0.176139,0.016370
-0.221498,0.016573
-0.265662,0.016510
-0.312596,0.016604
-0.339095,0.017524
-0.401444,0.017929
-0.440909,0.018199
-0.484174,0.018588
-0.532007,0.018949
NaN,NaN
-0.512329,0.018274
-0.470427,0.017035
-0.429016,0.015810
-0.382615,0.014584
-0.338253,0.013546
-0.289740,0.012484
-0.242131,0.011697
-0.197497,0.011017
-0.149582,0.010252
-0.102588,0.009772
-0.056405,0.009232
-0.013019,0.008859
0.033448,0.008206
0.077889,0.007798
0.125187,0.007183
0.168892,0.006710
0.215158,0.006018
0.257463,0.005438
0.302796,0.004785
0.343626,0.004200
0.387269,0.003108
0.431877,0.002075
0.479203,0.001300
0.527740,0.000567
0.571389,-0.000228
0.614286,-0.001012
0.660910,-0.001570
0.707690,-0.002482
0.739481,-0.004157
0.790677,-0.005122
0.836743,-0.006448
0.880409,-0.007600
0.919635,-0.009467
0.960806,-0.011532
1.003147,-0.013509
1.041302,-0.016164
1.087940,-0.018939
1.147001,-0.020393
1.177770,-0.023228
1.241937,-0.024262
1.277395,-0.025974
1.320702,-0.028248
1.379800,-0.029285
1.405504,-0.031773
NaN,NaN
