#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.570000,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.371155,-0.088358
1.369874,-0.089223
1.354111,-0.085778
1.333564,-0.080379
1.289327,-0.067731
1.245681,-0.054951
1.199398,-0.041821
1.153139,-0.029630
1.101287,-0.017529
1.042383,-0.006301
0.975345,0.002995
0.896973,0.009679
0.852490,0.011831
0.824565,0.012644
0.785510,0.013706
0.736483,0.014719
0.689537,0.015230
0.641401,0.015572
0.591731,0.015721
0.548546,0.015708
0.500918,0.015693
0.453162,0.015698
0.415420,0.015678
0.360060,0.015716
0.319044,0.015713
0.273654,0.015725
0.227808,0.015729
0.182563,0.015753
0.137285,0.015781
0.091535,0.015787
0.053054,0.015819
0.007070,0.015845
-0.038821,0.015889
-0.084488,0.015930
-0.126032,0.015973
-0.176513,0.016044
-0.218309,0.016097
-0.261531,0.016151
-0.314871,0.016222
-0.353840,0.016277
-0.401533,0.016355
-0.444771,0.016435
-0.493061,0.016516
-0.535857,0.016578
NaN,NaN
-0.502040,0.016590
-0.452942,0.016542
-0.414201,0.016535
-0.365460,0.016492
-0.321319,0.016448
-0.277472,0.016409
-0.229206,0.016377
-0.186442,0.016356
-0.145124,0.016299
-0.098677,0.016267
-0.052855,0.016218
-0.007292,0.016148
0.033768,0.016129
0.079765,0.016069
0.134873,0.015970
0.174590,0.015916
0.219176,0.015837
0.263113,0.015715
0.312021,0.015545
0.351299,0.015414
0.398424,0.015111
0.441772,0.014832
0.484607,0.014459
0.526416,0.014022
0.570448,0.013401
0.613748,0.012721
0.659399,0.011838
0.701150,0.010953
0.744405,0.009857
0.789544,0.008535
0.830984,0.007250
0.875735,0.005545
0.915934,0.003872
0.955324,0.001834
0.995971,-0.000816
1.032599,-0.003763
1.070687,-0.007547
1.108875,-0.012118
1.181795,-0.021779
1.236020,-0.030781
1.278735,-0.039988
1.317291,-0.050275
1.348732,-0.061057
1.377669,-0.072466
NaN,NaN
