#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.365495,-0.092519
1.365260,-0.094075
1.349059,-0.090999
1.328468,-0.086003
1.285783,-0.073946
1.244121,-0.061573
1.200241,-0.048697
1.155508,-0.036216
1.106891,-0.023986
1.050457,-0.011857
0.989641,-0.001699
0.917630,0.006566
0.841175,0.011643
0.805642,0.012706
0.761360,0.011971
0.737251,0.012802
0.688592,0.013526
0.640124,0.013864
0.596556,0.014212
0.543871,0.014225
0.499058,0.014137
0.456237,0.014131
0.413533,0.014272
0.365655,0.014492
0.321393,0.014611
0.272166,0.014761
0.227787,0.014851
0.183410,0.014964
0.138757,0.015063
0.095631,0.015140
0.055126,0.015238
0.004986,0.015282
-0.036075,0.015312
-0.081537,0.015370
-0.132021,0.015405
-0.168652,0.015424
-0.213611,0.016083
-0.264480,0.016354
-0.310465,0.016613
-0.351302,0.016862
-0.402837,0.017085
-0.440931,0.017200
-0.492016,0.017373
-0.533540,0.017501
NaN,NaN
-0.503261,0.017242
-0.462974,0.017010
-0.411326,0.016800
-0.369644,0.016604
-0.323078,0.016415
-0.275795,0.016237
-0.233073,0.016099
-0.190739,0.015951
-0.140621,0.015803
-0.100711,0.015655
-0.056171,0.015534
-0.011508,0.015420
0.038519,0.015363
0.079874,0.015358
0.126242,0.015265
0.176071,0.015190
0.220831,0.015091
0.264493,0.014937
0.307666,0.014749
0.354876,0.014457
0.396173,0.014131
0.440043,0.013669
0.481602,0.013130
0.525068,0.012447
0.567368,0.011643
0.611571,0.010615
0.654505,0.009486
0.698056,0.007933
0.741175,0.006315
0.784999,0.004772
0.826088,0.003021
0.867928,0.000922
0.909496,-0.001318
0.952629,-0.003736
0.992127,-0.006463
1.031370,-0.009577
1.071536,-0.013255
1.112155,-0.017611
1.189067,-0.026820
1.236560,-0.035736
1.271517,-0.045505
1.301418,-0.056497
1.328355,-0.068283
1.356942,-0.081471
NaN,NaN
