#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.391866,-0.054006
1.382438,-0.052470
1.361018,-0.048411
1.305853,-0.037433
1.254669,-0.027432
1.203170,-0.017813
1.148345,-0.008371
1.094436,-0.000214
1.036870,0.006856
0.989519,0.011142
0.944090,0.014070
0.919759,0.015203
0.879703,0.016657
0.827101,0.017904
0.782333,0.018603
0.731909,0.019118
0.684251,0.019489
0.639856,0.019709
0.594891,0.019894
0.548937,0.020024
0.502968,0.020144
0.453817,0.020204
0.403540,0.020309
0.362788,0.020329
0.322367,0.020374
0.271838,0.020423
0.225767,0.020442
0.180393,0.020476
0.141056,0.020493
0.093762,0.020512
0.050433,0.020512
0.007620,0.020530
-0.040383,0.020541
-0.088136,0.020546
-0.131544,0.020525
-0.175050,0.020555
-0.223936,0.020542
-0.263141,0.020545
-0.312184,0.020540
-0.360827,0.020552
-0.399998,0.020552
-0.448537,0.020545
-0.491237,0.020546
-0.533688,0.020546
NaN,NaN
-0.501431,0.020509
-0.459025,0.020484
-0.411327,0.020436
-0.368132,0.020376
-0.324701,0.020350
-0.276666,0.020286
-0.228235,0.020243
-0.189747,0.020192
-0.141256,0.020133
-0.094574,0.020080
-0.052124,0.020006
-0.009998,0.019947
0.036790,0.019870
0.083902,0.019786
0.130045,0.019675
0.173339,0.019582
0.217642,0.019458
0.267236,0.019333
0.311767,0.019168
0.355830,0.019038
0.399753,0.018839
0.443211,0.018639
0.488766,0.018370
0.528715,0.018161
0.575937,0.017757
0.618404,0.017373
0.663321,0.016834
0.706994,0.016154
0.748620,0.015332
0.788706,0.014249
0.832063,0.012709
0.872147,0.010896
0.914499,0.008466
0.952802,0.005884
0.989606,0.002920
1.027638,-0.000627
1.065065,-0.004579
1.144668,-0.014304
1.207606,-0.022264
1.255967,-0.028403
1.301617,-0.034374
1.345172,-0.040491
1.388250,-0.047461
1.431723,-0.055631
NaN,NaN
