#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.366820,-0.088142
1.367276,-0.089651
1.351002,-0.086272
1.331145,-0.081219
1.287968,-0.068903
1.244248,-0.056044
1.198736,-0.042989
1.152031,-0.030475
1.101201,-0.018335
1.041545,-0.006700
0.977104,0.002538
0.897343,0.009676
0.849863,0.012012
0.824069,0.012691
0.784222,0.013713
0.736648,0.014557
0.685502,0.015049
0.640336,0.015223
0.594258,0.015317
0.546928,0.015314
0.499687,0.015315
0.456793,0.015292
0.413222,0.015307
0.363875,0.015310
0.314608,0.015330
0.274830,0.015348
0.230703,0.015380
0.186059,0.015380
0.136820,0.015400
0.097284,0.015433
0.050212,0.015463
0.002864,0.015511
-0.039511,0.015543
-0.081706,0.015594
-0.128790,0.015687
-0.175603,0.015728
-0.219083,0.015772
-0.266754,0.015858
-0.310134,0.015915
-0.358021,0.016005
-0.401012,0.016081
-0.443402,0.016189
-0.491816,0.016242
-0.533184,0.016347
NaN,NaN
-0.500310,0.016337
-0.460843,0.016350
-0.407369,0.016309
-0.368585,0.016303
-0.320063,0.016276
-0.276189,0.016269
-0.232330,0.016220
-0.188443,0.016177
-0.141415,0.016156
-0.094424,0.016092
-0.056684,0.016060
-0.005020,0.015994
0.037369,0.015954
0.083992,0.015878
0.127249,0.015822
0.170875,0.015743
0.218815,0.015619
0.266772,0.015482
0.305174,0.015390
0.356566,0.015119
0.398128,0.014898
0.438544,0.014641
0.484514,0.014173
0.526149,0.013767
0.570288,0.013135
0.613278,0.012454
0.658259,0.011565
0.702928,0.010551
0.746830,0.009399
0.789086,0.008182
0.830158,0.006814
0.874745,0.005023
0.914792,0.003260
0.956334,0.000988
0.994724,-0.001532
1.031797,-0.004522
1.072210,-0.008438
1.151938,-0.017470
1.202304,-0.024789
1.247701,-0.032990
1.285735,-0.041952
1.319289,-0.051815
1.348558,-0.062489
1.378285,-0.074274
NaN,NaN
