#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.790001,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.312343,-0.047587
1.310868,-0.047685
1.309476,-0.047805
1.296770,-0.045493
1.276742,-0.041518
1.223759,-0.030406
1.170300,-0.019693
1.116236,-0.009897
1.056060,-0.000865
0.990941,0.006356
0.941785,0.010029
0.922140,0.011115
0.883034,0.012945
0.836150,0.014548
0.787538,0.015711
0.736276,0.016612
0.686237,0.017259
0.643709,0.017679
0.595695,0.018091
0.551162,0.018410
0.501816,0.018683
0.456697,0.018897
0.414680,0.019069
0.363731,0.019287
0.320894,0.019397
0.278757,0.019539
0.226233,0.019659
0.188056,0.019729
0.135247,0.019834
0.097147,0.019877
0.049669,0.019940
0.006595,0.019993
-0.040627,0.020034
-0.084028,0.020069
-0.131276,0.020122
-0.179361,0.020181
-0.217669,0.020177
-0.265554,0.020215
-0.313605,0.020255
-0.357099,0.020278
-0.400067,0.020325
-0.447156,0.020443
-0.488366,0.020649
-0.531485,0.021110
NaN,NaN
-0.498902,0.020971
-0.462142,0.020751
-0.413081,0.020442
-0.372324,0.020229
-0.321214,0.020046
-0.279401,0.019921
-0.232472,0.019790
-0.190699,0.019672
-0.139278,0.019501
-0.102609,0.019384
-0.052267,0.019172
-0.011254,0.018987
0.038375,0.018718
0.078502,0.018472
0.127119,0.018064
0.171091,0.017692
0.214288,0.017271
0.256945,0.016761
0.302350,0.016110
0.346510,0.015385
0.389764,0.014553
0.431216,0.013664
0.477660,0.012425
0.519930,0.011251
0.561393,0.009978
0.604209,0.008452
0.649168,0.006687
0.690741,0.005029
0.736408,0.002958
0.781218,0.000818
0.823086,-0.001220
0.865364,-0.003505
0.908521,-0.006155
0.950264,-0.008869
0.992775,-0.011972
1.034465,-0.014989
1.078653,-0.018235
1.124665,-0.021340
1.173409,-0.024270
1.219946,-0.026997
1.262421,-0.030028
1.299160,-0.033889
1.328820,-0.038607
1.354422,-0.044338
NaN,NaN
